donor,recipient,W
5694,271,0.112581236662658
5694,2604,0.153859856065052
457,291,0.124568452384655
457,2628,0.170242259920978
457,3660,0.157962630247897
457,2118,0.0402403359827349
291,457,0.124568452384655
291,2628,0.355240374785775
291,3660,0.0767460269687221
291,2118,0.0195507374479321
2628,457,0.170242259920978
2628,291,0.355240374785775
2628,3660,0.104885441064699
2628,2118,0.0267191384539321
3660,457,0.157962630247897
3660,291,0.0767460269687221
3660,2628,0.104885441064699
3660,2118,0.119574385658412
2118,457,0.0402403359827349
2118,291,0.0195507374479321
2118,2628,0.0267191384539321
2118,3660,0.119574385658412
6331,3808,0.175073911179674
6331,4150,0.0899833552219286
6331,4981,0.0980623261755262
3808,6331,0.175073911179674
3808,4150,0.193673754617894
3808,4981,0.211062355367145
4150,6331,0.0899833552219286
4150,3808,0.193673754617894
4150,4981,0.437802794184742
4981,6331,0.0980623261755262
4981,3808,0.211062355367145
4981,4150,0.437802794184742
5221,5847,0.215634348762749
5221,2023,0.143509404940669
5221,6665,0.20723801469882
5847,5221,0.215634348762749
5847,2023,0.330712659729488
5847,6665,0.109131434255698
2023,5221,0.143509404940669
2023,5847,0.330712659729488
2023,6665,0.0726293713418929
6665,5221,0.20723801469882
6665,5847,0.109131434255698
6665,2023,0.0726293713418929
6618,6222,0.445150104411254
6222,6618,0.445150104411254
378,5075,0.208951365545196
5075,378,0.208951365545196
563,6173,0.233416075206734
6173,563,0.233416075206734
1699,2822,0.345118230914777
1699,3782,0.101969401620352
2822,1699,0.345118230914777
2822,3782,0.117459963424503
3782,1699,0.101969401620352
3782,2822,0.117459963424503
5800,5509,0.345771707240597
5509,5800,0.345771707240597
7080,3896,0.32978013066706
3896,7080,0.32978013066706
1845,7065,0.257925607121609
7065,1845,0.257925607121609
6336,5438,0.345864191308552
5438,6336,0.345864191308552
2971,7415,0.297181833522912
7415,2971,0.297181833522912
7049,7290,0.421597285311473
7290,7049,0.421597285311473
3877,3367,0.00345318672547944
3877,2337,0.00305509995454576
3877,3582,0.00710124572981975
3877,3042,0.0133108799283708
3877,4166,0.0300111843982668
3877,3643,0.056809965838558
3877,5991,0.141970165852921
3367,3877,0.00345318672547944
3367,2337,0.4101468632285
3367,3582,0.22506598924492
3367,3042,0.102291232898903
3367,4166,0.0542617013399613
3367,3643,0.023369734081299
3367,5991,0.00998971086834169
2337,3877,0.00305509995454576
2337,3367,0.4101468632285
2337,3582,0.199120160065044
2337,3042,0.0904989986999554
2337,4166,0.0480063589015087
2337,3643,0.0206756480912889
2337,5991,0.00883808714848997
3582,3877,0.00710124572981975
3582,3367,0.22506598924492
3582,2337,0.199120160065044
3582,3042,0.210355025247144
3582,4166,0.111585531153012
3582,3643,0.0480582828398329
3582,5991,0.0205431670180234
3042,3877,0.0133108799283708
3042,3367,0.102291232898903
3042,2337,0.0904989986999554
3042,3582,0.210355025247144
3042,4166,0.209160711152989
3042,3643,0.0900825090108429
3042,5991,0.0385069943963644
4166,3877,0.0300111843982668
4166,3367,0.0542617013399613
4166,2337,0.0480063589015087
4166,3582,0.111585531153012
4166,3042,0.209160711152989
4166,3643,0.203103236114447
4166,5991,0.086819242279332
3643,3877,0.056809965838558
3643,3367,0.023369734081299
3643,2337,0.0206756480912889
3643,3582,0.0480582828398329
3643,3042,0.0900825090108429
3643,4166,0.203103236114447
3643,5991,0.164345336144187
5991,3877,0.141970165852921
5991,3367,0.00998971086834169
5991,2337,0.00883808714848997
5991,3582,0.0205431670180234
5991,3042,0.0385069943963644
5991,4166,0.086819242279332
5991,3643,0.164345336144187
4813,4962,0.381983209270428
4813,3640,0.162240745890369
4813,4973,0.0781361766051292
4813,6091,0.019299170191232
4813,2636,0.0136409234533915
4962,4813,0.381983209270428
4962,3640,0.165236225862102
4962,4973,0.079578818839076
4962,6091,0.019655494229695
4962,2636,0.0138927782681382
3640,4813,0.162240745890369
3640,4962,0.165236225862102
3640,4973,0.138601636736269
3640,6091,0.0342337786717476
3640,2636,0.0241969136369301
4973,4813,0.0781361766051292
4973,4962,0.079578818839076
4973,3640,0.138601636736269
4973,6091,0.07862197691878
4973,2636,0.0555711130725528
6091,4813,0.019299170191232
6091,4962,0.019655494229695
6091,3640,0.0342337786717476
6091,4973,0.07862197691878
6091,2636,0.308210866133609
2636,4813,0.0136409234533915
2636,4962,0.0138927782681382
2636,3640,0.0241969136369301
2636,4973,0.0555711130725528
2636,6091,0.308210866133609
8004,309,0.0550823511264581
8004,3480,0.0820863368715118
8004,3842,0.171394230985714
309,8004,0.0550823511264581
309,3480,0.303485011937189
309,3842,0.129848295646233
3480,8004,0.0820863368715118
3480,309,0.303485011937189
3480,3842,0.193506099878307
3842,8004,0.171394230985714
3842,309,0.129848295646233
3842,3480,0.193506099878307
6913,7276,0.397408819003454
7276,6913,0.397408819003454
4661,4369,0.129139684992907
4661,1675,0.0953946388623258
4369,4661,0.129139684992907
4369,1675,0.330468843568454
1675,4661,0.0953946388623258
1675,4369,0.330468843568454
3170,2849,0.119607213260307
3170,3870,0.133838848143698
3170,6862,0.133386630383418
2849,3170,0.119607213260307
2849,3870,0.26094092595655
2849,6862,0.0648801076118673
3870,3170,0.133838848143698
3870,2849,0.26094092595655
3870,6862,0.0725999597642427
6862,3170,0.133386630383418
6862,2849,0.0648801076118673
6862,3870,0.0725999597642427
5239,5407,0.283839311000699
5407,5239,0.283839311000699
7568,3317,0.143387894518942
7568,2242,0.125731343576521
3317,7568,0.143387894518942
3317,2242,0.310491210961277
2242,7568,0.125731343576521
2242,3317,0.310491210961277
4619,7395,0.309848399275645
7395,4619,0.309848399275645
2682,116,0.33824917688545
2682,3868,0.02545850627274
2682,3815,0.02545850627274
2682,7671,0.0697728139913771
116,2682,0.33824917688545
116,3868,0.0179944283543294
116,3815,0.0179944283543294
116,7671,0.0493164009308808
3868,2682,0.02545850627274
3868,116,0.0179944283543294
3868,3815,0.290170001822276
3868,7671,0.178755184565184
3815,2682,0.02545850627274
3815,116,0.0179944283543294
3815,3868,0.290170001822276
3815,7671,0.178755184565184
7671,2682,0.0697728139913771
7671,116,0.0493164009308808
7671,3868,0.178755184565184
7671,3815,0.178755184565184
7912,5367,0.346093860042467
5367,7912,0.346093860042467
6056,5006,0.410774392086621
6056,6793,0.0875580768299853
6056,2951,0.0310692417675952
6056,411,0.0223544763666172
5006,6056,0.410774392086621
5006,6793,0.0799787452743703
5006,2951,0.0283797801774849
5006,411,0.0204193951694394
6793,6056,0.0875580768299853
6793,5006,0.0799787452743703
6793,2951,0.15980906031657
6793,411,0.114983426011512
2951,6056,0.0310692417675952
2951,5006,0.0283797801774849
2951,6793,0.15980906031657
2951,411,0.298460210592054
411,6056,0.0223544763666172
411,5006,0.0204193951694394
411,6793,0.114983426011512
411,2951,0.298460210592054
8508,8301,0.471638998489042
8301,8508,0.471638998489042
2844,5072,0.12846577977212
2844,6167,0.141519080776388
2844,6655,0.119297715895331
5072,2844,0.12846577977212
5072,6167,0.441691811455507
5072,6655,0.0752559330346056
6167,2844,0.141519080776388
6167,5072,0.441691811455507
6167,6655,0.0829026257803332
6655,2844,0.119297715895331
6655,5072,0.0752559330346056
6655,6167,0.0829026257803332
4534,502,0.1559277705846
502,4534,0.1559277705846
1542,7127,0.258596032811147
1542,3917,0.0927936773785483
1542,7196,0.0279796407767265
1542,6916,0.0275138421167274
1542,8430,0.0299982685513755
7127,1542,0.258596032811147
7127,3917,0.16364313596669
7127,7196,0.049342544549091
7127,6916,0.0485211011533263
7127,8430,0.0529024269540682
3917,1542,0.0927936773785483
3917,7127,0.16364313596669
3917,7196,0.07448216970835
3917,6916,0.0732422075830024
3917,8430,0.0798557832471793
7196,1542,0.0279796407767265
7196,7127,0.049342544549091
7196,3917,0.07448216970835
7196,6916,0.479265628050685
7196,8430,0.105804853908136
6916,1542,0.0275138421167274
6916,7127,0.0485211011533263
6916,3917,0.0732422075830024
6916,7196,0.479265628050685
6916,8430,0.104043438900521
8430,1542,0.0299982685513755
8430,7127,0.0529024269540682
8430,3917,0.0798557832471793
8430,7196,0.105804853908136
8430,6916,0.104043438900521
7411,3345,0.259711926497362
3345,7411,0.259711926497362
8414,6792,0.391016725612869
6792,8414,0.391016725612869
3664,6889,0.25604644369317
6889,3664,0.25604644369317
3934,7480,0.273989780146141
7480,3934,0.273989780146141
6321,3404,0.234786103028573
3404,6321,0.234786103028573
5181,7145,0.291789113693213
7145,5181,0.291789113693213
4437,1801,0.365149325122181
4437,379,0.0358833329142629
4437,7062,0.0719704734991362
1801,4437,0.365149325122181
1801,379,0.0271202425332894
1801,7062,0.0543945207429835
379,4437,0.0358833329142629
379,1801,0.0271202425332894
379,7062,0.221779865916321
7062,4437,0.0719704734991362
7062,1801,0.0543945207429835
7062,379,0.221779865916321
7445,3777,0.0656731552266928
7445,2200,0.0272432181012073
7445,4433,0.0349683744778287
7445,5620,0.156936982468416
3777,7445,0.0656731552266928
3777,2200,0.142295675406426
3777,4433,0.182645399882731
3777,5620,0.193001601888664
2200,7445,0.0272432181012073
2200,3777,0.142295675406426
2200,4433,0.314647566501226
2200,5620,0.0800629224526454
4433,7445,0.0349683744778287
4433,3777,0.182645399882731
4433,2200,0.314647566501226
4433,5620,0.102765768849804
5620,7445,0.156936982468416
5620,3777,0.193001601888664
5620,2200,0.0800629224526454
5620,4433,0.102765768849804
5436,8921,0.347187267141692
8921,5436,0.347187267141692
5205,417,0.0703921820647321
5205,472,0.0355213874898846
5205,579,0.036221204754891
5205,458,0.142085549959539
5205,5732,0.042280438363202
5205,5878,0.0426123155824755
5205,6166,0.0873231030806862
5205,7043,0.0740981244281068
417,5205,0.0703921820647321
417,472,0.191423714344609
417,579,0.195195009040464
417,458,0.187632063422621
417,5732,0.00609524232326608
417,5878,0.00614308648362381
417,6166,0.0125886933603688
417,7043,0.01068215093252
472,5205,0.0355213874898846
472,417,0.191423714344609
472,579,0.423201203082608
472,458,0.0946831172847079
472,5732,0.00307578850461514
472,5878,0.00309993168229973
472,6166,0.0063525215688553
472,7043,0.00539043983819881
579,5205,0.036221204754891
579,417,0.195195009040464
579,472,0.423201203082608
579,458,0.0965484971266223
579,5732,0.00313638551534989
579,5878,0.00316100434485356
579,6166,0.00647767445798375
579,7043,0.00549663847319931
458,5205,0.142085549959539
458,417,0.187632063422621
458,472,0.0946831172847079
458,579,0.0965484971266223
458,5732,0.0123031540184606
458,5878,0.0123997267291989
458,6166,0.0254100862754212
458,7043,0.0215617593527953
5732,5205,0.042280438363202
5732,417,0.00609524232326608
5732,472,0.00307578850461514
5732,579,0.00313638551534989
5732,458,0.0123031540184606
5732,5878,0.489379644504973
5732,6166,0.183727846171318
5732,7043,0.0386128862225194
5878,5205,0.0426123155824755
5878,417,0.00614308648362381
5878,472,0.00309993168229973
5878,579,0.00316100434485356
5878,458,0.0123997267291989
5878,5732,0.489379644504973
5878,6166,0.185170004508625
5878,7043,0.0389159752585784
6166,5205,0.0873231030806862
6166,417,0.0125886933603688
6166,472,0.0063525215688553
6166,579,0.00647767445798375
6166,458,0.0254100862754212
6166,5732,0.183727846171318
6166,5878,0.185170004508625
6166,7043,0.0797483936871017
7043,5205,0.0740981244281068
7043,417,0.01068215093252
7043,472,0.00539043983819881
7043,579,0.00549663847319931
7043,458,0.0215617593527953
7043,5732,0.0386128862225194
7043,5878,0.0389159752585784
7043,6166,0.0797483936871017
2449,135,0.0132094847396585
2449,4235,0.0217936861751576
2449,4868,0.0231120909054694
2449,5433,0.0242500682255068
2449,6048,0.0254759907758356
2449,5601,0.0246540981324052
2449,4630,0.0450939337486709
135,2449,0.0132094847396585
135,4235,0.175741182424361
135,4868,0.0463336211495335
135,5433,0.04861496428889
135,6048,0.0105778441130331
135,5601,0.0102365874240842
135,4630,0.0187233778593343
4235,2449,0.0217936861751576
4235,135,0.175741182424361
4235,4868,0.0764435872097223
4235,5433,0.0802074642584397
4235,6048,0.0174518703456364
4235,5601,0.0168888475381079
4235,4630,0.0308907901592969
4868,2449,0.0231120909054694
4868,135,0.0463336211495335
4868,4235,0.0764435872097223
4868,5433,0.351863050084199
4868,6048,0.0185076177869619
4868,5601,0.0179105350261629
4868,4630,0.0327595223940259
5433,2449,0.0242500682255068
5433,135,0.04861496428889
5433,4235,0.0802074642584397
5433,4868,0.351863050084199
5433,6048,0.0194188832097065
5433,5601,0.018792401696421
5433,4630,0.0343725133454779
6048,2449,0.0254759907758356
6048,135,0.0105778441130331
6048,4235,0.0174518703456364
6048,4868,0.0185076177869619
6048,5433,0.0194188832097065
6048,5601,0.414013626657798
6048,4630,0.178963446893503
5601,2449,0.0246540981324052
5601,135,0.0102365874240842
5601,4235,0.0168888475381079
5601,4868,0.0179105350261629
5601,5433,0.018792401696421
5601,6048,0.414013626657798
5601,4630,0.173189824908044
4630,2449,0.0450939337486709
4630,135,0.0187233778593343
4630,4235,0.0308907901592969
4630,4868,0.0327595223940259
4630,5433,0.0343725133454779
4630,6048,0.178963446893503
4630,5601,0.173189824908044
984,7271,0.261245883733894
984,5124,0.0387134180887923
984,5121,0.0387134180887923
7271,984,0.261245883733894
7271,5124,0.0722544767954811
7271,5121,0.0722544767954811
5124,984,0.0387134180887923
5124,7271,0.0722544767954811
5124,5121,0.280325359895628
5121,984,0.0387134180887923
5121,7271,0.0722544767954811
5121,5124,0.280325359895628
2366,3036,0.298439164885452
2366,8557,0.11715565186782
3036,2366,0.298439164885452
3036,8557,0.127609966788666
8557,2366,0.11715565186782
8557,3036,0.127609966788666
6506,6449,0.414935114856423
6506,7746,0.204693087761133
6506,6959,0.0733802079516782
6449,6506,0.414935114856423
6449,7746,0.202818556921193
6449,6959,0.0727082093788337
7746,6506,0.204693087761133
7746,6449,0.202818556921193
7746,6959,0.164364523057118
6959,6506,0.0733802079516782
6959,6449,0.0727082093788337
6959,7746,0.164364523057118
5175,3377,0.190587460950687
3377,5175,0.190587460950687
5299,433,0.0353101460702701
5299,232,0.0171554083287022
5299,431,0.017655073035135
5299,4375,0.11321549407599
5299,3124,0.199302494348549
5299,7460,0.15084560923765
433,5299,0.0353101460702701
433,232,0.0970257546631977
433,431,0.0998517057738514
433,4375,0.146569505339057
433,3124,0.0613861776619165
433,7460,0.0108211393137924
232,5299,0.0171554083287022
232,433,0.0970257546631977
232,431,0.358889631083429
232,4375,0.0712106856659113
232,3124,0.0298244289738329
232,7460,0.00525744252488902
431,5299,0.017655073035135
431,433,0.0998517057738514
431,232,0.358889631083429
431,4375,0.0732847526695284
431,3124,0.0306930888309583
431,7460,0.00541056965689621
4375,5299,0.11321549407599
4375,433,0.146569505339057
4375,232,0.0712106856659113
4375,431,0.0732847526695284
4375,3124,0.196823497121749
4375,7460,0.0346959945007883
3124,5299,0.199302494348549
3124,433,0.0613861776619165
3124,232,0.0298244289738329
3124,431,0.0306930888309583
3124,4375,0.196823497121749
3124,7460,0.0610781969760195
7460,5299,0.15084560923765
7460,433,0.0108211393137924
7460,232,0.00525744252488902
7460,431,0.00541056965689621
7460,4375,0.0346959945007883
7460,3124,0.0610781969760195
4438,7343,0.319269138134814
4438,8498,0.146776110099959
4438,5208,0.0134645624828243
4438,4047,0.00598155560636409
4438,2850,0.00524499662673042
4438,8618,0.036382598891138
7343,4438,0.319269138134814
7343,8498,0.191270444407697
7343,5208,0.0175462672235359
7343,4047,0.00779482981460297
7343,2850,0.00683498721303063
7343,8618,0.0474117746673876
8498,4438,0.146776110099959
8498,7343,0.191270444407697
8498,5208,0.0391261603614609
8498,4047,0.0173815750912172
8498,2850,0.0152412363472303
8498,8618,0.105722811297971
5208,4438,0.0134645624828243
5208,7343,0.0175462672235359
5208,8498,0.0391261603614609
5208,4047,0.109435846855814
5208,2850,0.095960095563006
5208,8618,0.165116846317127
4047,4438,0.00598155560636409
4047,7343,0.00779482981460297
4047,8498,0.0173815750912172
4047,5208,0.109435846855814
4047,2850,0.33018899674711
4047,8618,0.0733522235908702
2850,4438,0.00524499662673042
2850,7343,0.00683498721303063
2850,8498,0.0152412363472303
2850,5208,0.095960095563006
2850,4047,0.33018899674711
2850,8618,0.0643197506829081
8618,4438,0.036382598891138
8618,7343,0.0474117746673876
8618,8498,0.105722811297971
8618,5208,0.165116846317127
8618,4047,0.0733522235908702
8618,2850,0.0643197506829081
2940,2716,0.0788954050961083
2940,3466,0.0853791853192156
2940,2717,0.157790810192217
2940,5542,0.181440178296948
2940,5808,0.0842016704990996
2940,5596,0.00314303953497269
2940,5127,0.00304161500153269
2940,4109,0.00554250826020348
2940,555,0.00181243036627903
2940,1818,0.00214405187995304
2940,4404,0.00568563569861512
2716,2940,0.0788954050961083
2716,3466,0.458186954857038
2716,2717,0.195245035340321
2716,5542,0.0441737800680509
2716,5808,0.0204999031025108
2716,5596,0.000765210541933247
