donor,recipient,W
4783,1553,0.336036899626774
4783,4604,0.0832180334511806
4783,6832,0.0338967401826532
1553,316,0.0410896103466151
1553,1488,0.0490925500860815
1553,4783,0.336036899626774
1553,4604,0.0587747234094557
1553,6832,0.0239403822236004
4604,316,0.049193420975076
4604,1488,0.0587747234094557
4604,4783,0.0832180334511806
4604,1553,0.0587747234094557
4604,6832,0.133302048206527
6832,316,0.0200376834243056
6832,1488,0.0239403822236004
6832,4783,0.0338967401826532
6832,1553,0.0239403822236004
6832,4604,0.133302048206527
5803,7152,0.259251977372353
7152,5803,0.259251977372353
3261,7372,0.25882884024289
3261,7123,0.117708413305546
7372,3261,0.25882884024289
7372,7123,0.175414670391023
7123,3261,0.117708413305546
7123,7372,0.175414670391023
375,951,0.440277490788219
375,1150,0.221867791297779
375,306,0.0820940913080907
375,479,0.0418768378251481
375,5107,0.0173616211095558
375,209,0.00117438420263817
375,669,0.00126625827394377
375,2284,0.00309977481360735
375,4555,0.00253488431346991
375,7317,0.00141419771254646
951,375,0.440277490788219
951,1150,0.24368031084315
951,306,0.0901650193177082
951,479,0.0459938813050347
951,5107,0.0190684966212124
951,209,0.00128984160284926
951,669,0.0013907481027212
951,2284,0.00340452341326917
951,4555,0.00278409675349735
951,7317,0.00155323193227481
1150,375,0.221867791297779
1150,951,0.24368031084315
1150,306,0.183777960351062
1150,479,0.0937465744346383
1150,5107,0.0388661749592647
1150,209,0.00262900691134247
1150,669,0.00283467858837373
1150,2284,0.00693923623144129
1150,4555,0.00567465771814312
1150,7317,0.00316585964962514
306,375,0.0820940913080907
306,951,0.0901650193177082
306,1150,0.183777960351062
306,479,0.164271000183922
306,5107,0.068104733131696
306,209,0.00460677734009127
306,669,0.00496717335775041
306,2284,0.0121595405818923
306,4555,0.00994363479073803
306,7317,0.00554749796696237
479,375,0.0418768378251481
479,951,0.0459938813050347
479,1150,0.0937465744346383
479,306,0.164271000183922
479,5107,0.140168622500842
479,209,0.00948136207626022
479,669,0.0102231051391452
479,2284,0.025025955983281
479,4555,0.0204653263756866
479,7317,0.011417490570761
5107,375,0.0173616211095558
5107,951,0.0190684966212124
5107,1150,0.0388661749592647
5107,306,0.068104733131696
5107,479,0.140168622500842
5107,209,0.0319458967624244
5107,669,0.0344450785382685
5107,2284,0.0843208602089601
5107,4555,0.0689545656360885
5107,7317,0.0384693646467463
209,375,0.00117438420263817
209,951,0.00128984160284926
209,1150,0.00262900691134247
209,306,0.00460677734009127
209,479,0.00948136207626022
209,5107,0.0319458967624244
209,669,0.383542780789245
209,2284,0.0988576129811028
209,4555,0.0197051466746382
209,7317,0.0109933905877226
669,375,0.00126625827394377
669,951,0.0013907481027212
669,1150,0.00283467858837373
669,306,0.00496717335775041
669,479,0.0102231051391452
669,5107,0.0344450785382685
669,209,0.383542780789245
669,2284,0.106591411991448
669,4555,0.0212467137755974
669,7317,0.0118534222098084
2284,375,0.00309977481360735
2284,951,0.00340452341326917
2284,1150,0.00693923623144129
2284,306,0.0121595405818923
2284,479,0.025025955983281
2284,5107,0.0843208602089601
2284,209,0.0988576129811028
2284,669,0.106591411991448
2284,4555,0.0520115284446667
2284,7317,0.0290169394167762
4555,375,0.00253488431346991
4555,951,0.00278409675349735
4555,1150,0.00567465771814312
4555,306,0.00994363479073803
4555,479,0.0204653263756866
4555,5107,0.0689545656360885
4555,209,0.0197051466746382
4555,669,0.0212467137755974
4555,2284,0.0520115284446667
4555,7317,0.14759259103774
7317,375,0.00141419771254646
7317,951,0.00155323193227481
7317,1150,0.00316585964962514
7317,306,0.00554749796696237
7317,479,0.011417490570761
7317,5107,0.0384693646467463
7317,209,0.0109933905877226
7317,669,0.0118534222098084
7317,2284,0.0290169394167762
7317,4555,0.14759259103774
4910,7607,0.328778437881957
7607,4910,0.328778437881957
783,3792,0.307578108127654
3792,783,0.307578108127654
6382,2735,0.140195262141895
6382,2465,0.1348718385769
6382,2211,0.108049936433071
2735,6382,0.140195262141895
2735,2465,0.315314290745472
2735,2211,0.0377539416367184
2465,6382,0.1348718385769
2465,2735,0.315314290745472
2465,2211,0.0363203680657591
2211,6382,0.108049936433071
2211,2735,0.0377539416367184
2211,2465,0.0363203680657591
7530,8031,0.45382830495101
8031,7530,0.45382830495101
796,5246,0.110061897748212
796,3962,0.0977314831335882
796,6388,0.118782419962802
5246,796,0.110061897748212
5246,3962,0.43953087561582
5246,6388,0.0963233503572327
3962,796,0.0977314831335882
3962,5246,0.43953087561582
3962,6388,0.0855320877016365
6388,796,0.118782419962802
6388,5246,0.0963233503572327
6388,3962,0.0855320877016365
5516,6107,0.318763657257146
6107,5516,0.318763657257146
3322,7135,0.24096556966034
7135,3322,0.24096556966034
787,1641,0.428416734094157
787,1116,0.185687290194135
787,188,0.038285762231904
787,568,0.0409091166031289
787,6455,0.0207676644964836
787,4180,0.0083392200495946
1641,787,0.428416734094157
1641,1116,0.205314657117826
1641,188,0.0423326127325125
1641,568,0.0452332587738408
1641,6455,0.0229628312781973
1641,4180,0.00922068550476749
1116,787,0.185687290194135
1116,1641,0.205314657117826
1116,188,0.0794393464549727
1116,568,0.0848825594046746
1116,6455,0.0430909455322801
1116,4180,0.0173030952517373
188,787,0.038285762231904
188,1641,0.0423326127325125
188,1116,0.0794393464549727
188,568,0.372627802653465
188,6455,0.0370771976483468
188,4180,0.0148882851061191
568,787,0.0409091166031289
568,1641,0.0452332587738408
568,1116,0.0848825594046746
568,188,0.372627802653465
568,6455,0.0396177407341655
568,4180,0.0159084358236784
6455,787,0.0207676644964836
6455,1641,0.0229628312781973
6455,1116,0.0430909455322801
6455,188,0.0370771976483468
6455,568,0.0396177407341655
6455,4180,0.117636987839278
4180,787,0.0083392200495946
4180,1641,0.00922068550476749
4180,1116,0.0173030952517373
4180,188,0.0148882851061191
4180,568,0.0159084358236784
4180,6455,0.117636987839278
385,3360,0.327621255819073
385,5067,0.143022180108002
3360,385,0.327621255819073
3360,5067,0.207694540815753
5067,385,0.143022180108002
5067,3360,0.207694540815753
9189,7205,0.388288487226668
9189,9013,0.225078998451035
7205,9189,0.388288487226668
7205,9013,0.175166490924052
9013,9189,0.225078998451035
9013,7205,0.175166490924052
3433,956,0.0416882981241054
3433,70,0.0358703029157892
3433,609,0.0788487127883767
956,3433,0.0416882981241054
956,70,0.303366089874342
956,609,0.128749039465604
70,3433,0.0358703029157892
70,956,0.303366089874342
70,609,0.110780896643937
609,3433,0.0788487127883767
609,956,0.128749039465604
609,70,0.110780896643937
785,239,0.445831845403511
785,4771,0.047415684063759
785,2578,0.0379646218237914
239,785,0.445831845403511
239,4771,0.0427553795854162
239,2578,0.0342332257552227
4771,785,0.047415684063759
4771,239,0.0427553795854162
4771,2578,0.311180205629472
2578,785,0.0379646218237914
2578,239,0.0342332257552227
2578,4771,0.311180205629472
7282,2068,0.122075930745542
7282,1289,0.0555354736902568
7282,1681,0.058206246036618
2068,7282,0.122075930745542
2068,1289,0.109661065913145
2068,1681,0.114934807593045
1289,7282,0.0555354736902568
1289,2068,0.109661065913145
1289,1681,0.426095165330339
1681,7282,0.058206246036618
1681,2068,0.114934807593045
1681,1289,0.426095165330339
710,2883,0.190814349462939
710,1401,0.00428391352051312
710,256,0.00358556108834904
710,2659,0.00988330977564809
710,3239,0.0210229572913728
710,6768,0.0575318975871356
2883,710,0.190814349462939
2883,1401,0.00556434703994185
2883,256,0.00465726166808706
2883,2659,0.0128373659345879
2883,3239,0.0273065806802427
2883,6768,0.0747278026291417
1401,710,0.00428391352051312
1401,2883,0.00556434703994185
1401,256,0.335775726411599
1401,2659,0.202248159812065
1401,3239,0.0945997611054095
1401,6768,0.0331839532831878
256,710,0.00358556108834904
256,2883,0.00465726166808706
256,1401,0.335775726411599
256,2659,0.16927819120062
256,3239,0.0791783542694025
256,6768,0.0277743915884508
2659,710,0.00988330977564809
2659,2883,0.0128373659345879
2659,1401,0.202248159812065
2659,256,0.16927819120062
2659,3239,0.218248743638289
2659,6768,0.0765578689457522
3239,710,0.0210229572913728
3239,2883,0.0273065806802427
3239,1401,0.0945997611054095
3239,256,0.0791783542694025
3239,2659,0.218248743638289
3239,6768,0.162847552662036
6768,710,0.0575318975871356
6768,2883,0.0747278026291417
6768,1401,0.0331839532831878
6768,256,0.0277743915884508
6768,2659,0.0765578689457522
6768,3239,0.162847552662036
158,1499,0.342442928669613
158,1679,0.163026409980815
158,645,0.0715996651451396
158,2669,0.0383951146186339
158,2095,0.0148787951164972
158,7391,0.00700622493643915
1499,158,0.342442928669613
1499,1679,0.198225498814834
1499,645,0.0870587737289964
1499,2669,0.0466850171590424
1499,2095,0.0180912809407902
1499,7391,0.00851894139727431
1679,158,0.163026409980815
1679,1499,0.198225498814834
1679,645,0.177373818366402
1679,2669,0.095116200232468
1679,2095,0.036859232472034
1679,7391,0.0173565178941968
645,158,0.0715996651451396
645,1499,0.0870587737289964
645,1679,0.177373818366402
645,2669,0.167096560301468
645,2095,0.0647529121892598
645,7391,0.0304912773201928
2669,158,0.0383951146186339
2669,1499,0.0466850171590424
2669,1679,0.095116200232468
2669,645,0.167096560301468
2669,2095,0.165433669786261
2669,7391,0.0779004948658781
2095,158,0.0148787951164972
2095,1499,0.0180912809407902
2095,1679,0.036859232472034
2095,645,0.0647529121892598
2095,2669,0.165433669786261
2095,7391,0.145281873441676
7391,158,0.00700622493643915
7391,1499,0.00851894139727431
7391,1679,0.0173565178941968
7391,645,0.0304912773201928
7391,2669,0.0779004948658781
7391,2095,0.145281873441676
6068,6354,0.162046227500997
6068,5587,0.150119049524675
6354,6068,0.162046227500997
6354,5587,0.354087474757127
5587,6068,0.150119049524675
5587,6354,0.354087474757127
1102,3238,0.365896886751368
1102,3184,0.171564559252715
1102,1170,0.059665182601847
1102,2462,0.0331602586029247
1102,851,0.00300769229190454
1102,1752,0.00333552850791654
1102,3299,0.00799801385349968
1102,4631,0.00471839658364779
3238,1102,0.365896886751368
3238,3184,0.220013367726791
3238,1170,0.0765142743783698
3238,2462,0.0425245178940144
3238,851,0.00385704665992872
3238,1752,0.00427746186841805
3238,3299,0.0102566052726659
3238,4631,0.0060508436425369
3184,1102,0.171564559252715
3184,3238,0.220013367726791
3184,1170,0.151567040407805
3184,2462,0.0842367698619458
3184,851,0.0076404194081395
3184,1752,0.00847321942370327
3184,3299,0.0203172978955744
3184,4631,0.0119861093935822
1170,1102,0.059665182601847
1170,3238,0.0765142743783698
1170,3184,0.151567040407805
1170,2462,0.133859267542286
1170,851,0.0121412650006116
1170,1752,0.0134646538280235
1170,3299,0.0322858844088777
1170,4631,0.0190469295859294
2462,1102,0.0331602586029247
2462,3238,0.0425245178940144
2462,3184,0.0842367698619458
2462,1170,0.133859267542286
2462,851,0.0281808708807508
2462,1752,0.0312525647831939
2462,3299,0.0749381831095521
2462,4631,0.0442094842101535
851,1102,0.00300769229190454
851,3238,0.00385704665992872
851,3184,0.0076404194081395
851,1170,0.0121412650006116
851,2462,0.0281808708807508
851,1752,0.415113693785024
851,3299,0.152481163241026
851,4631,0.0183394358976917
1752,1102,0.00333552850791654
1752,3238,0.00427746186841805
1752,3184,0.00847321942370327
1752,1170,0.0134646538280235
1752,2462,0.0312525647831939
1752,851,0.415113693785024
1752,3299,0.169101496279946
1752,4631,0.0203384207289116
3299,1102,0.00799801385349968
3299,3238,0.0102566052726659
3299,3184,0.0203172978955744
3299,1170,0.0322858844088777
3299,2462,0.0749381831095521
3299,851,0.152481163241026
3299,1752,0.169101496279946
3299,4631,0.0487679749587107
4631,1102,0.00471839658364779
4631,3238,0.0060508436425369
4631,3184,0.0119861093935822
4631,1170,0.0190469295859294
4631,2462,0.0442094842101535
4631,851,0.0183394358976917
4631,1752,0.0203384207289116
4631,3299,0.0487679749587107
4834,3936,0.36773062988892
4834,3182,0.0726911617143956
4834,354,0.0256082377886095
4834,1968,0.0318990008155518
4834,240,0.00598374318878189
4834,369,0.00610037650049506
4834,4,0.0114183626348551
4834,2181,0.00386846482674706
4834,1167,0.00173736255060698
4834,977,0.00169031663686096
4834,1124,0.00688890509931571
4834,3063,0.0171746910216745
4834,103,0.0011087026607621
4834,284,0.00114075009759993
4834,3883,0.00352636720943984
4834,1953,0.00568717472336729
4834,7864,0.0195753828683911
3936,4834,0.36773062988892
3936,3182,0.0668787685593197
3936,354,0.0235606003244995
3936,1968,0.0293483532592154
3936,240,0.00550528243603097
3936,369,0.0056125897355211
3936,4,0.0105053491232294
3936,2181,0.00355914196067456
3936,1167,0.00159844285309672
3936,977,0.00155515873570369
3936,1124,0.00633806750226984
3936,3063,0.0158014008694667
3936,103,0.00102005067605799
3936,284,0.00104953559637909
3936,3883,0.00324439850585846
3936,1953,0.00523242761719641
3936,7864,0.0180101331363911
3182,4834,0.0726911617143956
3182,3936,0.0668787685593197
3182,354,0.168394637002832
3182,1968,0.209761433310229
3182,240,0.00506045436292587
3182,369,0.00515909120820826
3182,4,0.00965651452444516
3182,2181,0.0032715624806623
3182,1167,0.00146928830697243
3182,977,0.00142950155611049
3182,1124,0.00582595020638095
3182,3063,0.0145246440849059
3182,103,0.00093763034940395
3182,284,0.00096473288145624
3182,3883,0.00298225036858931
3182,1953,0.00480964627551879
3182,7864,0.0165549102822475
354,4834,0.0256082377886095
354,3936,0.0235606003244995
354,3182,0.168394637002832
354,1968,0.304160595851414
354,240,0.00178273830804039
354,369,0.00181748690373121
354,4,0.00340187602342556
354,2181,0.00115253282475058
354,1167,0.000517612918236276
354,977,0.000503596515789555
354,1124,0.00205241345317578
354,3063,0.00511686057491539
354,103,0.000330316098670882
354,284,0.00033986400063172
354,3883,0.0010506115844463
354,1953,0.00169438158089298
354,7864,0.00583209937877406
1968,4834,0.0318990008155518
1968,3936,0.0293483532592154
1968,3182,0.209761433310229
1968,354,0.304160595851414
1968,240,0.00222067489420887
1968,369,0.00226395961732925
1968,4,0.00423756007506015
1968,2181,0.00143565698741761
1968,1167,0.000644766541034828
1968,977,0.000627306954913759
1968,1124,0.00255659678565718
1968,3063,0.00637383723939381
1968,103,0.000411459530635064
1968,284,0.000423352911778652
1968,3883,0.00130869839876243
1968,1953,0.00211061299402656
1968,7864,0.00726477723206095
240,4834,0.00598374318878189
240,3936,0.00550528243603097
240,3182,0.00506045436292587
240,354,0.00178273830804039
240,1968,0.00222067489420887
240,369,0.18546288741622
240,4,0.08559184731483
240,2181,0.00626099138900503
240,1167,0.00281186787423294
240,977,0.00273572550922677
240,1124,0.0111494811089589
240,3063,0.0277967093954289
240,103,0.000324000773625447
240,284,0.000333366128914696
240,3883,0.00103052490481132
240,1953,0.00166198664017591
240,7864,0.00572059526673581
369,4834,0.00610037650049506
369,3936,0.0056125897355211
369,3182,0.00515909120820826
369,354,0.00181748690373121
369,1968,0.00226395961732925
369,240,0.18546288741622
369,4,0.0872601777048594
369,2181,0.00638302873874897
369,1167,0.00286667595204057
369,977,0.00278904944309437
369,1124,0.0113668034211964
369,3063,0.0283385144444149
369,103,0.000330316098670882
369,284,0.00033986400063172
369,3883,0.0010506115844463
369,1953,0.00169438158089298
369,7864,0.00583209937877406
4,4834,0.0114183626348551
4,3936,0.0105053491232294
4,3182,0.00965651452444516
4,354,0.00340187602342556
4,1968,0.00423756007506015
4,240,0.08559184731483
4,369,0.0872601777048594
4,2181,0.0119474161704319
4,1167,0.00536569268705977
4,977,0.00522039548627985
4,1124,0.0212757824786387
4,3063,0.0530425350686385
4,103,0.000618268232862122
4,284,0.000636139491624928
4,3883,0.00196647929166568
4,1953,0.00317145398007566
4,7864,0.010916215683401
2181,4834,0.00386846482674706
2181,3936,0.00355914196067456
2181,3182,0.0032715624806623
2181,354,0.00115253282475058
2181,1968,0.00143565698741761
2181,240,0.00626099138900503
2181,369,0.00638302873874897
2181,4,0.0119474161704319
2181,1167,0.201342841794534
2181,977,0.195890693672005
2181,1124,0.164150440465146
2181,3063,0.0970618646746294
2181,103,0.000209465138637414
2181,284,0.00021551980147695
2181,3883,0.000666230020503436
2181,1953,0.00107446737889713
2181,7864,0.00369834080094072
1167,4834,0.00173736255060698
1167,3936,0.00159844285309672
1167,3182,0.00146928830697243
1167,354,0.000517612918236276
1167,1968,0.000644766541034828
1167,240,0.00281186787423294
1167,369,0.00286667595204057
1167,4,0.00536569268705977
1167,2181,0.201342841794534
1167,977,0.401713511442245
1167,1124,0.0737214478358325
1167,3063,0.0435913615168072
1167,103,9.40726887343462e-05
1167,284,9.67918925904164e-05
1167,3883,0.000299209929403987
1167,1953,0.000482553020267329
1167,7864,0.00166095831155307
977,4834,0.00169031663686096
977,3936,0.00155515873570369
977,3182,0.00142950155611049
977,354,0.000503596515789555
977,1968,0.000627306954913759
977,240,0.00273572550922677
977,369,0.00278904944309437
977,4,0.00522039548627985
977,2181,0.195890693672005
977,1167,0.401713511442245
977,1124,0.0717251501287681
977,3063,0.0424109542188171
977,103,9.15253012598632e-05
977,284,9.41708719931141e-05
977,3883,0.000291107645556684
977,1953,0.00046948600223966
977,7864,0.00161598134262177
1124,4834,0.00688890509931571
1124,3936,0.00633806750226984
1124,3182,0.00582595020638095
1124,354,0.00205241345317578
1124,1968,0.00255659678565718
1124,240,0.0111494811089589
1124,369,0.0113668034211964
1124,4,0.0212757824786387
1124,2181,0.164150440465146
1124,1167,0.0737214478358325
1124,977,0.0717251501287681
1124,3063,0.172846336842205
1124,103,0.00037301242904192
1124,284,0.000383794483313561
1124,3883,0.00118641259287929
1124,1953,0.00191339565875205
1124,7864,0.00658595074367822
3063,4834,0.0171746910216745
3063,3936,0.0158014008694667
3063,3182,0.0145246440849059
3063,354,0.00511686057491539
3063,1968,0.00637383723939381
3063,240,0.0277967093954289
3063,369,0.0283385144444149
3063,4,0.0530425350686385
3063,2181,0.0970618646746294
3063,1167,0.0435913615168072
3063,977,0.0424109542188171
3063,1124,0.172846336842205
3063,103,0.000929955214026048
3063,284,0.000956835893615139
3063,3883,0.00295783864244982
3063,1953,0.00477027608415511
3063,7864,0.0164193972011426
103,4834,0.0011087026607621
103,3936,0.00102005067605799
103,3182,0.00093763034940395
103,354,0.000330316098670882
103,1968,0.000411459530635064
103,240,0.000324000773625447
103,369,0.000330316098670882
103,4,0.000618268232862122
103,2181,0.000209465138637414
103,1167,9.40726887343462e-05
103,977,9.15253012598632e-05
103,1124,0.00037301242904192
103,3063,0.000929955214026048
103,284,0.336449190623319
103,3883,0.151015108727933
103,1953,0.0540550418359309
103,7864,0.0229274971655854
284,4834,0.00114075009759993
284,3936,0.00104953559637909
284,3182,0.00096473288145624
284,354,0.00033986400063172
284,1968,0.000423352911778652
284,240,0.000333366128914696
284,369,0.00033986400063172
284,4,0.000636139491624928
284,2181,0.00021551980147695
284,1167,9.67918925904164e-05
284,977,9.41708719931141e-05
284,1124,0.000383794483313561
284,3063,0.000956835893615139
284,103,0.336449190623319
284,3883,0.155380253080695
284,1953,0.0556175216606054
284,7864,0.0235902244623331
3883,4834,0.00352636720943984
3883,3936,0.00324439850585846
3883,3182,0.00298225036858931
3883,354,0.0010506115844463
3883,1968,0.00130869839876243
3883,240,0.00103052490481132
3883,369,0.0010506115844463
3883,4,0.00196647929166568
3883,2181,0.000666230020503436
3883,1167,0.000299209929403987
3883,977,0.000291107645556684
3883,1124,0.00118641259287929
3883,3063,0.00295783864244982
3883,103,0.151015108727933
3883,284,0.155380253080695
3883,1953,0.171928808129764
3883,7864,0.072923766723596
1953,4834,0.00568717472336729
1953,3936,0.00523242761719641
1953,3182,0.00480964627551879
1953,354,0.00169438158089298
1953,1968,0.00211061299402656
1953,240,0.00166198664017591
1953,369,0.00169438158089298
1953,4,0.00317145398007566
1953,2181,0.00107446737889713
1953,1167,0.000482553020267329
1953,977,0.00046948600223966
1953,1124,0.00191339565875205
1953,3063,0.00477027608415511
1953,103,0.0540550418359309
1953,284,0.0556175216606054
1953,3883,0.171928808129764
1953,7864,0.117608342583542
7864,4834,0.0195753828683911
7864,3936,0.0180101331363911
7864,3182,0.0165549102822475
7864,354,0.00583209937877406
7864,1968,0.00726477723206095
7864,240,0.00572059526673581
7864,369,0.00583209937877406
7864,4,0.010916215683401
7864,2181,0.00369834080094072
7864,1167,0.00166095831155307
7864,977,0.00161598134262177
7864,1124,0.00658595074367822
7864,3063,0.0164193972011426
7864,103,0.0229274971655854
7864,284,0.0235902244623331
7864,3883,0.072923766723596
7864,1953,0.117608342583542
7611,8488,0.445831845403511
8488,7611,0.445831845403511
6899,3214,0.31988156080623
6899,4379,0.163330370726052
6899,4343,0.0790643567004359
6899,7643,0.0383155830007471
3214,6899,0.31988156080623
3214,4379,0.114482684695773
3214,4343,0.055418351030329
3214,7643,0.0268564308530623
4379,6899,0.163330370726052
4379,3214,0.114482684695773
4379,4343,0.126401586842414
4379,7643,0.0612558008969416
4343,6899,0.0790643567004359
4343,3214,0.055418351030329
4343,4379,0.126401586842414
4343,7643,0.121287879860046
7643,6899,0.0383155830007471
7643,3214,0.0268564308530623
7643,4379,0.0612558008969416
7643,4343,0.121287879860046
5325,5866,0.247983123388998
5866,5325,0.247983123388998
817,684,0.424061224443783
817,924,0.217295390208608
817,2113,0.106493752938135
817,2829,0.0341044934499792
684,817,0.424061224443783
684,924,0.211145608945074
684,2113,0.103479822058729
684,2829,0.0331392857913185
924,817,0.217295390208608
924,684,0.211145608945074
924,2113,0.216912599545632
924,2829,0.0694659933218755
2113,817,0.106493752938135
2113,684,0.103479822058729
2113,924,0.216912599545632
2113,2829,0.158375028023238
2829,817,0.0341044934499792
2829,684,0.0331392857913185
2829,924,0.0694659933218755
2829,2113,0.158375028023238
2334,578,0.189604563525466
2334,1306,0.212402458224869
2334,2814,0.219852552926614
578,2334,0.189604563525466
578,1306,0.349619979718118
578,2814,0.0872232236274118
1306,2334,0.212402458224869
1306,578,0.349619979718118
1306,2814,0.0977108713434074
2814,2334,0.219852552926614
2814,578,0.0872232236274118
2814,1306,0.0977108713434074
5098,3190,0.387136123461472
5098,1793,0.151784422557616
5098,5988,0.105474573156
5098,6171,0.0513317575001661
5098,6685,0.0258061367074727
5098,5940,0.0116678927178629
5098,6502,0.00243629406925094
5098,5663,0.00227544596199315
5098,8572,0.00264678691719748
3190,5098,0.387136123461472
3190,1793,0.125863583358522
3190,5988,0.0874622540767348
3190,6171,0.0425656258408804
3190,6685,0.0213991184596659
3190,5940,0.00967531952862668
3190,6502,0.00202023828601146
3190,5663,0.00188685886001525
3190,8572,0.00219478441971524
1793,5098,0.151784422557616
1793,3190,0.125863583358522
1793,5988,0.147705422778746
1793,6171,0.0718844240528392
1793,6685,0.036138627714812
1793,5940,0.016339587592168
1793,6502,0.00341175920171611
1793,5663,0.00318650929574556
1793,8572,0.00370653105210191
5988,5098,0.105474573156
5988,3190,0.0874622540767348
5988,1793,0.147705422778746
5988,6171,0.221631377762164
5988,6685,0.11142127041291
5988,5940,0.0503776076366118
5988,6502,0.01051900884555
5988,5663,0.00982452672847335
5988,8572,0.0114278384311983
6171,5098,0.0513317575001661
6171,3190,0.0425656258408804
6171,1793,0.0718844240528392
6171,5988,0.221631377762164
6171,6685,0.226735410813199
6171,5940,0.102515323339464
6171,6502,0.0214055339981755
6171,5663,0.0199923057381291
6171,8572,0.0232549461319405
6685,5098,0.0258061367074727
6685,3190,0.0213991184596659
6685,1793,0.036138627714812
6685,5988,0.11142127041291
6685,6171,0.226735410813199
6685,5940,0.213719239981048
6685,6502,0.0446252746267978
6685,5663,0.0416790412265801
6685,8572,0.0484808441432804
5940,5098,0.0116678927178629
5940,3190,0.00967531952862668
5940,1793,0.016339587592168
5940,5988,0.0503776076366118
5940,6171,0.102515323339464
5940,6685,0.213719239981048
5940,6502,0.0841520707643999
5940,5663,0.0785962138277868
5940,8572,0.0914227074495861
6502,5098,0.00243629406925094
6502,3190,0.00202023828601146
6502,1793,0.00341175920171611
6502,5988,0.01051900884555
6502,6171,0.0214055339981755
6502,6685,0.0446252746267978
6502,5940,0.0841520707643999
6502,5663,0.39404525434551
6502,8572,0.0954087893711364
5663,5098,0.00227544596199315
5663,3190,0.00188685886001525
5663,1793,0.00318650929574556
5663,5988,0.00982452672847335
5663,6171,0.0199923057381291
5663,6685,0.0416790412265801
5663,5940,0.0785962138277868
5663,6502,0.39404525434551
5663,8572,0.0891097455160477
8572,5098,0.00264678691719748
8572,3190,0.00219478441971524
8572,1793,0.00370653105210191
8572,5988,0.0114278384311983
8572,6171,0.0232549461319405
8572,6685,0.0484808441432804
8572,5940,0.0914227074495861
8572,6502,0.0954087893711364
8572,5663,0.0891097455160477
3474,3828,0.30379315483055
3474,2774,0.106495620781377
3828,3474,0.30379315483055
3828,2774,0.111638577225867
2774,3474,0.106495620781377
2774,3828,0.111638577225867
6379,1249,0.248540891418931
1249,6379,0.248540891418931
2333,1905,0.445735750540823
2333,5764,0.116519925515056
1905,2333,0.445735750540823
1905,5764,0.110166621918351
5764,2333,0.116519925515056
5764,1905,0.110166621918351
1831,6061,0.276762816516351
6061,1831,0.276762816516351
1575,2820,0.294983768869684
1575,4305,0.171558834180859
1575,1546,0.000431057437592314
1575,3457,0.000543843264962047
1575,4382,0.0011982054533181
1575,2019,0.00182574036781077
1575,5344,0.00522973705379407
1575,5625,0.0107302257824386
1575,2190,0.0150247229338212
1575,7027,0.0232281885906086
2820,1575,0.294983768869684
2820,4305,0.199319128235161
2820,1546,0.000500807743829772
2820,3457,0.000631843682001964
2820,4382,0.00139208958572315
2820,2019,0.00212116723824406
2820,5344,0.00607597175300489
2820,5625,0.0124665060760871
2820,2190,0.0174559048004896
2820,7027,0.0269867904061484
4305,1575,0.171558834180859
4305,2820,0.199319128235161
4305,1546,0.00117729401350506
4305,3457,0.00148533203301415
4305,4382,0.00327251077030406
4305,2019,0.00498641948331497
4305,5344,0.0142833357893721
4305,5625,0.0293061422342752
4305,2190,0.041035172628872
4305,7027,0.0634402865776643
1546,1575,0.000431057437592314
1546,2820,0.000500807743829772
1546,4305,0.00117729401350506
1546,3457,0.334915144006447
1546,4382,0.167529913122842
1546,2019,0.0545711608575109
1546,5344,0.0369939184793092
1546,5625,0.0187088477500677
1546,2190,0.00625247186402146
1546,7027,0.0014384668961496
3457,1575,0.000543843264962047
3457,2820,0.000631843682001964
3457,4305,0.00148533203301415
3457,1546,0.334915144006447
3457,4382,0.211363978407223
3457,2019,0.0688496606375386
3457,5344,0.046673347111007
3457,5625,0.0236040025220437
3457,2190,0.00788842603344375
3457,7027,0.00181484058762885
4382,1575,0.0011982054533181
4382,2820,0.00139208958572315
4382,4305,0.00327251077030406
4382,1546,0.167529913122842
4382,3457,0.211363978407223
4382,2019,0.151690834749524
4382,5344,0.102831574161206
4382,5625,0.0520047711614499
4382,2190,0.0173799248796956
4382,7027,0.00399849005972644
2019,1575,0.00182574036781077
2019,2820,0.00212116723824406
2019,4305,0.00498641948331497
2019,1546,0.0545711608575109
2019,3457,0.0688496606375386
2019,4382,0.151690834749524
2019,5344,0.156687449144666
2019,5625,0.0792411766824212
2019,2190,0.0264822951310296
2019,7027,0.00609261516221341
5344,1575,0.00522973705379407
5344,2820,0.00607597175300489
5344,4305,0.0142833357893721
5344,1546,0.0369939184793092
5344,3457,0.046673347111007
5344,4382,0.102831574161206
5344,2019,0.156687449144666
5344,5625,0.226982174020295
5344,2190,0.0758571385932188
5344,7027,0.0174519750070167
5625,1575,0.0107302257824386
5625,2820,0.0124665060760871
5625,4305,0.0293061422342752
5625,1546,0.0187088477500677
5625,3457,0.0236040025220437
5625,4382,0.0520047711614499
5625,2019,0.0792411766824212
5625,5344,0.226982174020295
5625,2190,0.155641520011882
5625,7027,0.0358074660826223
2190,1575,0.0150247229338212
2190,2820,0.0174559048004896
2190,4305,0.041035172628872
2190,1546,0.00625247186402146
2190,3457,0.00788842603344375
2190,4382,0.0173799248796956
2190,2019,0.0264822951310296
