SequenceID,ClusterID
7876,1
7376,2
11277,3
11696,4
9355,5
3738,6
7209,7
11152,8
10622,9
4173,10
8598,11
380,12
4230,13
11760,14
8408,15
2955,16
11874,17
2877,18
9426,19
4016,20
8546,21
1040,22
10994,23
6082,24
2479,25
4262,26
10793,27
9652,28
627,29
3279,30
8678,31
2054,32
6373,33
953,34
10681,35
219,13
4838,36
2759,37
1369,38
8023,39
6371,40
8741,41
2627,42
9132,43
4785,44
11927,45
5899,46
529,47
4982,48
5487,40
2108,49
8398,29
9975,50
8441,51
742,52
7817,53
9661,54
11160,55
938,56
489,57
1235,58
2848,59
7552,60
7466,1
7972,61
2415,62
5397,63
9313,64
4401,65
9225,66
7126,67
6658,68
7229,69
9646,70
9778,71
2290,72
4887,73
11887,74
3993,75
12025,76
9960,77
5302,78
5194,79
6100,80
8576,29
711,81
3973,82
92,83
9018,84
11648,85
1730,86
2546,87
8809,29
9992,88
1783,89
5854,90
2872,91
416,92
109,93
11272,94
4923,95
6640,96
5846,97
8221,98
9008,99
301,100
3019,101
7137,102
5456,38
7483,103
9394,29
8115,104
4272,105
7966,106
4492,107
5718,108
6153,109
3900,110
9498,111
11584,112
7284,113
2920,114
4611,115
7749,116
10921,117
5349,118
749,119
9952,120
5535,121
823,122
10879,123
7277,124
4251,125
1911,126
11192,127
11332,128
679,129
11248,130
847,131
450,132
485,133
10412,134
5494,135
10670,136
10775,137
167,138
11407,88
3367,139
10070,140
8280,141
8571,142
6411,86
7514,143
10526,144
553,145
8488,146
2732,147
2789,148
3016,149
5583,150
3328,151
8566,152
8264,142
2270,153
1664,154
396,155
8366,156
4933,26
1869,93
2052,64
10810,157
6281,158
3294,159
3997,28
2836,29
8578,160
11472,161
542,162
1615,163
6756,57
2477,164
8080,165
2535,166
11154,167
2078,168
8557,169
8009,170
9904,171
708,172
10123,173
11763,174
7807,175
4499,176
7729,177
8982,178
3803,179
11030,180
10574,89
1073,181
1404,182
11753,183
6596,164
8933,135
6568,116
8899,176
1161,184
2691,185
9145,186
9030,187
11668,188
4025,189
3535,190
6417,191
5878,192
9279,193
10945,194
9811,71
3785,195
3549,13
4638,196
9487,197
7608,59
11719,198
10097,199
5640,200
6587,201
1644,202
6720,203
6352,204
5379,205
10768,206
10486,207
11258,208
11515,209
1587,210
5964,211
11379,212
5497,213
3912,214
4648,215
2963,216
302,217
6730,218
9401,219
7691,220
5894,204
96,221
2806,222
6394,223
6198,224
3554,225
10078,226
8679,227
8572,228
7606,229
4690,230
1732,231
9795,232
8148,233
5168,234
2088,235
5358,236
6111,134
3240,237
6141,238
10329,239
5016,240
8453,241
5055,242
4517,243
9013,130
1143,244
2554,245
11364,151
10656,232
101,246
11078,247
8311,248
11683,249
8067,250
2958,251
250,252
2657,253
10861,254
11003,255
111,256
354,257
9259,258
11367,259
8054,260
7494,261
11074,262
1374,263
229,264
698,265
4324,266
1364,48
6701,267
5458,268
9422,269
6328,270
254,271
2387,272
10978,273
6080,274
2911,275
7862,276
2796,277
6877,30
5235,278
142,279
2857,280
10927,281
10464,282
12131,283
7653,17
4303,284
12135,285
3033,217
5543,286
8338,199
1441,287
9495,288
95,289
10531,290
2925,291
2926,292
7378,275
7381,293
9383,294
8166,295
10415,296
5195,3
7708,297
3221,298
1829,299
11363,300
11541,301
