SequenceID,ClusterID
4362,1
1923,2
2162,3
11244,4
3798,5
6698,6
6440,7
968,8
4973,9
4253,10
11208,11
2320,12
1268,13
3378,14
6456,15
3279,16
8275,17
10765,18
7204,19
829,20
6431,21
2161,22
1879,23
9165,24
9081,25
9250,26
486,27
6304,28
5626,29
7239,30
4590,31
8979,32
81,33
9224,34
8255,35
6947,20
8543,36
11931,37
1353,38
7972,39
8587,40
8484,41
10341,42
3099,43
5103,44
9575,45
4133,46
7288,47
11048,48
10371,49
11009,50
11530,51
9896,52
8634,53
10229,54
5706,55
3102,56
6049,57
8522,58
600,59
4888,60
9428,61
10503,62
4586,63
8715,64
11810,65
11129,66
2431,67
1957,68
7503,69
4507,70
10892,71
9382,72
11397,73
2619,74
3398,75
5762,76
5194,77
3998,78
10365,79
3069,80
9663,81
565,82
806,83
12127,84
9204,85
11659,86
1873,87
1470,88
10455,89
9153,90
2767,91
7820,8
10260,92
8945,93
5759,94
7298,95
4612,96
7283,97
4186,98
9984,99
10463,100
3994,101
3028,8
7957,102
3628,28
11976,103
10372,104
4717,105
2796,69
6582,106
12084,107
6587,108
7822,32
492,109
11044,110
9549,111
2904,112
6176,113
11361,48
8077,114
9021,115
7873,116
5039,117
8739,118
1637,119
7683,120
8615,70
9997,121
3395,122
2824,123
714,124
5586,125
9459,126
10645,127
5939,128
8787,129
5045,130
11492,131
3328,132
7958,133
10486,134
8407,135
707,136
378,137
9836,138
10298,139
165,140
11998,141
6063,142
5978,143
8356,144
6813,145
7905,146
2964,147
5090,148
11743,149
11663,59
9944,115
10255,150
2611,151
6504,112
9796,152
1224,153
498,154
5622,155
10568,21
6226,27
10094,54
11097,156
3257,157
7603,158
6579,159
7551,160
3100,161
6357,162
6564,33
3519,163
11150,164
4091,165
8045,166
4943,167
2922,168
9070,169
7738,170
10258,171
6496,172
3763,42
7591,173
5524,174
3851,175
3452,97
7336,176
11495,49
9767,177
975,178
10206,179
2908,180
4378,181
9652,182
10887,183
1139,184
7595,185
6911,186
5638,20
7843,143
8828,187
6393,188
3470,28
886,189
11594,190
11235,191
1984,192
11274,70
6405,193
10194,194
6591,8
6500,195
7026,196
7548,197
117,153
4402,14
4933,198
2501,199
9264,200
8553,201
1877,202
269,203
4700,204
9063,205
1774,8
2351,206
3086,207
7522,208
6355,209
4595,44
1644,210
2817,211
1417,212
7353,213
287,214
2724,215
2560,216
8658,217
3786,218
11707,219
3424,220
9435,221
11574,222
230,223
4950,224
7361,225
10642,60
771,226
3080,227
196,228
3757,157
11795,229
3366,230
9724,231
990,232
10013,233
