SequenceID,ClusterID
11745,1
9565,2
6575,3
7402,4
6067,5
1421,6
2841,7
10069,8
7565,9
4397,10
719,11
4853,12
10973,13
3694,14
2212,15
10818,16
6794,17
2014,18
2994,19
612,20
7837,21
3629,22
5855,23
2581,24
4178,25
6156,26
1377,27
6346,28
6918,29
2135,30
8720,31
10894,32
7036,33
5625,34
3345,35
7979,36
1041,37
9693,38
9882,39
1969,40
6121,41
8140,42
3132,43
10533,19
9176,44
3305,45
6365,46
1975,47
11092,48
9571,49
9978,50
2029,51
183,52
735,53
819,54
9227,55
5303,56
3875,57
5892,58
9221,59
7580,60
858,61
4711,62
1548,63
6022,64
6658,65
10804,66
4641,15
3026,30
10124,67
10543,68
9351,69
3341,70
9891,71
10414,72
5330,73
7167,74
11858,75
9581,76
5836,77
8999,78
7439,79
1341,80
9222,81
901,82
11551,83
7078,84
6708,85
809,86
5352,87
3971,88
5229,89
7644,90
8760,91
5626,92
1467,93
4409,94
6051,95
2849,96
3587,97
10276,98
371,99
8696,100
11342,101
5584,102
10340,103
8408,104
10756,105
10095,106
5105,107
4897,108
11181,109
8061,110
2151,111
2121,112
5707,113
7698,114
7222,115
930,116
7270,117
4556,60
8728,118
8576,119
10896,120
228,121
3474,122
9711,123
11240,124
6301,125
10569,107
2656,126
7317,127
10879,128
6884,129
9655,130
1044,131
5296,132
10234,133
2026,134
6260,135
3101,136
11080,137
1249,122
5282,138
7901,139
10076,140
1204,141
7341,142
9814,143
2915,144
5501,145
5170,146
10393,147
5924,148
589,149
773,72
4648,93
8010,150
563,151
11103,152
7198,153
130,154
2354,155
807,156
9830,157
11780,158
7125,159
131,160
7710,161
414,138
8841,162
7089,163
3173,164
7998,165
2688,166
6005,167
9574,168
8516,169
6449,170
7420,171
9043,172
1243,173
238,174
3382,175
11237,176
11705,106
2253,177
149,178
1700,155
4779,179
263,180
1828,181
6091,182
10192,183
5976,184
2807,185
8371,186
10411,187
10791,188
2077,189
5588,190
10316,134
3025,191
5587,192
1872,193
10290,194
11634,195
8456,196
12125,197
9380,198
8678,199
9708,28
1492,200
4199,201
10129,202
8034,203
5894,191
9142,204
4512,205
6917,206
11645,207
974,208
306,127
3218,209
5765,28
3928,210
9949,211
10375,212
2328,213
3190,122
1629,214
4917,215
4789,216
8057,217
9013,218
10929,200
5025,157
10398,219
4632,220
8761,221
9739,222
1012,223
3771,224
152,225
5393,226
1864,227
6821,228
839,52
10114,229
6183,230
2671,231
11265,232
10603,233
5995,234
9912,235
3716,236
7084,237
9624,238
3434,239
5388,26
962,240
3439,241
7195,242
5165,211
9289,243
440,244
10218,245
8347,246
5512,247
705,248
6784,249
7391,250
2399,251
5132,252
10861,253
10081,173
4727,254
9335,255
1352,256
10453,257
4045,258
5601,259
5385,260
7902,261
5937,247
8147,171
2501,252
952,262
100,160
5616,263
7345,264
1052,265
68,12
11502,266
1839,267
813,268
559,269
10713,270
8924,271
72,272
4223,273
10385,274
11752,275
4329,276
8216,277
1340,54
7049,278
4322,279
6028,206
1134,280
9717,264
6768,250
6755,281
2066,282
1952,283
895,284
8040,285
3407,286
544,287
7221,288
2726,289
3273,290
3303,107
10211,291
10421,292
4051,293
9181,294
2006,295
8170,296
6566,297
6938,298
2959,299
3601,300
1798,301
9810,302
6891,303
4799,85
885,304
8306,185
10136,305
396,306
4271,307
10554,308
6492,309
10906,310
4697,311
6030,312
10041,193
2555,313
2834,6
8098,314
8059,315
9439,316
11567,317
12027,318
8620,319
11315,320
2235,321
2804,322
5180,323
1157,324
11500,325
10378,326
3618,327
4009,328
7562,171
608,329
295,330
127,331
9520,332
5327,333
7900,334
459,335
2619,336
8071,337
6615,279
1392,138
5569,102
6071,338
11952,339
7342,340
10277,341
11377,342
10282,343
6416,344
4901,276
7379,345
11152,346
10649,347
6823,348
1130,281
12134,349
1317,28
726,260
6379,122
11244,350
7515,250
4875,351
1110,352
8082,353
3934,354
8873,38
6275,355
4185,356
9918,357
10748,358
6505,321
6539,268
10194,359
8202,336
223,360
3687,361
5651,362
1054,363
8492,149
9604,364
10578,365
7394,98
4629,366
4896,367
906,368
4953,369
5027,370
1213,191
6187,371
8310,226
5621,372
6371,373
7023,374
4337,375
841,30
6763,376
1773,377
5783,264
198,269
993,149
7633,378
9457,379
10272,380
7683,239
1160,381
5925,167
4693,382
5332,383
9322,384
10028,292
511,385
6057,386
8523,387
2669,250
1944,388
3787,389
6731,390
3566,391
11544,392
6816,98
348,389
9504,393
8759,394
1236,395
7885,396
6604,24
5375,397
1022,398
11584,399
592,400
6698,401
3319,402
5600,403
1104,46
4564,404
4015,405
5112,406
981,407
5687,408
12028,409
9226,410
9201,411
2168,138
10962,106
806,43
9263,93
5634,412
6321,413
11415,414
5284,415
6612,416
421,417
10287,418
1553,419
10382,420
2714,75
7160,421
540,417
4365,145
585,422
7308,67
9679,219
3335,372
4395,423
2330,286
1372,424
2831,316
3778,160
113,425
4935,396
184,13
8399,426
10585,427
10634,428
3224,377
7925,429
724,350
11371,430
3517,431
9170,432
7120,258
6858,433
590,434
3943,435
832,272
1161,6
7338,436
10501,437
10895,54
7973,438
1951,439
5040,440
4424,441
1658,442
8944,337
7924,443
674,444
893,217
7905,445
7752,446
7989,337
5470,447
121,445
4870,146
8719,425
4398,441
11444,448
8004,449
2548,450
178,451
11294,452
9192,364
1582,30
6981,453
792,454
5358,425
6141,455
9756,105
5787,456
11392,457
10897,458
1021,459
10200,460
648,52
6716,461
7171,462
2378,106
2391,210
144,463
8717,464
2665,465
6395,466
9789,467
2352,272
10328,111
7061,142
8176,468
9584,469
7875,462
2782,470
8253,314
5919,471
4044,472
8178,473
9228,256
8538,21
10158,474
586,107
3443,98
9564,475
1055,476
7009,477
5277,84
8461,478
6163,92
696,299
1406,479
3555,480
5797,481
4092,482
6190,58
1782,415
4131,14
4145,359
859,154
11795,483
3879,484
3152,485
5390,486
3671,51
7046,157
604,487
10045,377
10597,488
8906,302
11348,489
9971,490
2604,491
7274,492
800,493
629,494
7316,495
5820,496
9061,108
6088,497
9053,498
7564,499
6685,122
3819,500
2612,501
5394,109
5689,270
2141,502
4850,503
10308,504
381,505
6616,376
11179,310
3834,106
191,181
2874,506
7113,165
2543,507
8625,508
7717,509
3120,510
9920,511
7502,512
3249,513
3739,514
10958,176
4865,406
11020,515
7348,516
10265,517
5315,518
1566,519
11320,520
7761,521
7532,38
11746,78
3242,522
10055,49
8830,523
11192,146
1027,524
9561,525
10464,328
4275,526
1211,453
1917,527
8729,528
4581,397
4324,511
11084,529
4532,530
621,531
7774,67
8469,532
6531,533
186,534
4961,37
3675,535
8482,328
9472,536
7648,492
6373,537
4346,538
5692,539
12117,540
9062,450
7549,541
9471,542
10739,543
6890,370
5343,14
1881,544
4904,456
11165,545
10621,212
11809,546
1400,323
11156,547
523,548
4469,549
9799,235
3373,550
1816,191
2835,156
10727,551
8314,552
9469,467
9823,553
11190,97
3911,554
9727,555
11804,556
9286,557
875,558
9306,559
4159,560
6167,561
9944,285
2815,301
8891,562
11296,445
2976,563
1208,6
1217,364
6565,564
10079,565
3645,200
5696,566
791,407
8494,567
2361,568
4035,14
4517,499
7787,569
2508,110
8091,194
7940,570
1886,571
9063,275
11160,572
1698,356
6549,573
3977,574
9632,575
7591,576
7431,577
3350,578
3177,579
10235,553
6925,580
3463,581
9994,582
6113,583
7232,584
508,88
6758,220
6148,585
9422,586
1833,587
8352,588
9923,589
9913,316
1723,590
7484,591
9102,592
8205,97
11737,467
6787,593
9720,594
1311,486
281,511
6798,595
6721,596
2393,597
9673,598
8312,599
829,600
12119,601
2110,145
828,602
8039,206
7889,603
10461,604
941,605
7304,606
7511,462
5808,607
11840,366
8124,608
3404,413
9301,609
4750,11
