SequenceID,ClusterID
5989,1
3266,2
3296,3
6700,4
10330,5
4461,6
7840,7
4023,8
11317,9
780,10
7425,11
5908,12
7144,13
2560,14
3561,15
11073,16
2297,17
3300,18
7179,19
9095,20
3945,21
9765,22
3612,23
8817,24
8400,25
895,26
1158,27
5455,28
2794,29
7633,30
2370,31
875,32
2057,33
3484,34
9313,35
856,36
1054,37
3276,38
4340,39
682,40
5522,41
7205,42
11574,43
3417,44
8435,45
5684,46
5909,47
10537,48
3823,49
2584,50
5622,51
12100,52
5238,53
8119,54
10893,55
4698,17
7052,56
2569,57
10301,58
5208,59
10072,60
5895,61
5267,62
7034,63
8184,64
5098,65
5372,66
888,67
10096,68
5393,69
11059,70
670,71
4101,72
9745,73
8453,74
5856,75
2659,76
9488,77
1942,78
9817,79
3754,17
8059,80
2995,81
2253,82
377,83
3454,84
6834,85
3437,86
5352,87
3101,88
10493,89
5356,90
7111,91
5371,92
10433,93
10685,94
1838,49
7797,95
9368,96
3071,97
4434,98
1463,99
6071,17
2247,100
5595,101
3100,102
10940,103
1072,83
9380,104
6444,105
2928,106
11355,107
10716,17
639,108
11156,109
2311,110
8331,111
2831,112
4947,113
1749,114
4625,115
2090,116
2373,117
10042,118
7902,119
9864,120
2176,121
4721,122
2710,123
1994,124
1297,125
1003,126
7574,127
10212,128
8600,129
7342,130
9749,131
4974,132
11940,133
6741,110
2793,134
5899,135
10579,136
9165,137
1602,138
5975,139
6948,140
4051,141
10829,142
1483,143
706,144
9086,145
8068,146
9914,147
8590,148
10422,149
8930,150
1329,151
4578,152
1389,90
6888,153
3399,154
7498,155
4885,156
5784,157
11937,158
5508,159
11116,160
3062,161
8986,162
6208,163
2532,164
7452,165
11711,166
1321,167
4583,168
3423,169
6695,149
10888,170
10715,171
3220,172
8880,173
2053,112
11861,174
5512,175
7794,176
4938,177
9435,58
6686,178
5021,179
1871,70
7386,180
7074,181
10572,182
1570,183
1635,184
10517,185
3527,186
287,187
5488,188
2583,189
5316,190
1876,191
1282,192
6096,193
6416,194
8093,195
1396,196
5534,197
1800,198
2917,199
773,200
316,201
1170,202
9607,35
8897,203
7317,204
2811,169
7166,205
467,78
5315,206
1439,207
6545,208
560,209
8811,210
5783,211
8107,212
5981,213
4447,31
11095,214
5096,71
10133,215
4783,201
11012,216
3205,217
7169,218
6302,124
9821,219
291,220
6585,141
2786,101
3908,221
1174,222
7523,223
3003,224
1135,225
9011,226
7123,204
11162,227
3890,228
5810,229
1223,230
11294,231
6194,232
5297,233
9298,234
2401,235
6443,236
6594,237
1579,238
12055,239
6143,240
1717,241
2970,242
694,243
7711,244
2018,245
4418,246
2427,247
596,248
9466,249
118,250
9334,251
7677,252
2224,253
2719,254
3153,255
181,256
9746,257
5117,258
8623,259
6340,260
1596,90
11993,261
3558,153
1981,262
5076,263
3235,36
7730,264
728,265
5038,266
3623,267
2317,268
9261,269
5341,270
2524,271
6272,272
1373,98
5954,273
7547,49
183,274
4566,275
6024,276
6489,277
1714,278
4823,98
11263,279
6265,280
865,281
4062,129
2143,53
521,282
8166,283
9687,284
2518,285
6270,286
10161,287
11943,162
5204,176
7150,146
3349,288
11553,270
2347,289
8390,175
6738,290
3618,291
4952,292
4547,293
7293,294
1076,295
6267,296
6363,297
3610,298
12127,299
8188,300
318,301
11603,302
9373,261
11081,303
2453,304
4876,305
7769,306
3857,307
5728,308
8062,65
3275,309
1280,310
4871,311
1247,312
6018,313
2162,314
4667,315
6337,316
7002,317
1302,318
566,159
7349,319
6731,320
7950,321
7531,34
8170,322
6074,323
5259,324
2085,325
10223,326
7695,327
3933,83
9986,328
2404,329
9989,330
7344,144
9113,331
7916,332
2030,270
3392,333
9805,334
6456,335
2077,336
2593,337
6125,338
4110,339
433,340
461,341
332,318
1486,342
9710,343
8924,344
7734,345
7647,346
3147,347
7837,348
210,349
9324,350
5094,351
695,352
3693,353
10900,354
6562,355
279,356
6788,357
2611,358
11366,49
5110,359
1339,115
2922,360
206,361
8275,362
1099,363
6854,364
3451,86
6394,365
9712,237
5897,318
3478,366
3375,367
9305,368
11200,369
1877,370
10125,371
9115,372
4582,373
2695,374
11911,375
11734,376
6847,14
3337,377
5506,378
4815,379
6830,149
5310,380
5342,381
10152,382
10932,383
7582,384
627,385
8564,317
5438,386
6650,387
804,100
7867,388
9714,287
4057,389
4392,390
2697,391
10516,392
1122,159
8637,393
3137,289
7112,394
9154,271
7925,395
5753,351
4653,396
294,293
5394,397
4762,398
917,376
9371,393
553,399
8546,400
4804,167
4124,401
7877,47
1084,402
4738,403
10333,404
8496,405
94,406
4688,407
663,172
1448,408
11561,409
6521,410
6857,411
10646,412
8921,413
10952,414
6552,415
10602,416
6736,417
7964,126
11109,418
82,419
10035,420
7432,127
305,421
7237,122
6131,422
7093,423
1283,99
1997,424
11847,425
6773,426
3896,427
6126,424
4206,161
6992,428
9381,429
9580,430
2854,329
1437,431
1113,53
223,151
4878,244
7351,20
6500,343
7038,352
2010,22
8799,432
788,433
7895,434
4997,435
2681,436
3556,154
10347,112
4443,437
1244,438
2235,352
8916,439
9424,440
4249,441
3821,391
5108,356
7160,418
7682,442
306,204
2368,443
6879,444
11265,445
1513,446
11537,447
535,126
5879,448
1462,449
507,450
6636,304
4388,451
5884,452
744,71
6627,425
660,436
8160,453
2861,454
4208,455
9411,456
9922,112
6710,457
8749,458
4250,459
9069,460
9943,285
10187,461
8758,12
6497,410
5600,462
1732,463
7102,464
11542,465
2349,139
8144,466
6005,467
349,289
3385,101
9587,468
1065,469
5539,470
7499,471
2212,472
6346,473
2910,319
9933,474
7716,475
11532,412
8156,443
1324,255
7985,476
9366,477
10229,478
2835,83
4875,479
3529,480
10725,481
10349,482
5335,483
4655,139
1870,318
2731,484
1808,485
3523,486
2519,487
5153,488
1566,489
3705,308
3808,490
11804,491
5109,492
8214,385
8358,493
5924,328
7600,494
7328,495
552,496
7163,497
6284,376
3473,498
10307,149
3960,430
232,340
126,499
1379,500
6945,501
8567,502
6082,503
10677,504
8244,505
8326,324
2855,506
3904,83
5901,313
1444,507
6195,508
10803,509
5489,211
5210,152
4850,255
2808,510
6981,14
3321,511
9087,512
8014,513
4467,341
2636,514
6844,515
11724,516
7035,517
7239,518
998,519
6523,405
452,253
8189,520
7405,33
10031,521
350,522
347,360
2339,523
12109,524
5615,525
10018,526
7172,267
10953,46
8896,527
8482,498
6345,348
8146,528
2540,529
11254,530
1653,531
10076,532
6943,533
4847,534
9163,501
7880,535
3091,536
8743,537
10768,159
9234,538
2620,539
11875,115
3504,209
761,540
1073,358
11341,541
7780,542
4042,237
1542,543
