SequenceID,ClusterID
33687,1
57761,2
75354,3
73956,4
74366,5
68610,6
55184,7
21857,8
52698,9
23282,10
33696,11
6482,12
25754,13
89314,14
47696,15
7371,16
64901,17
17773,18
77276,19
86386,20
62441,21
37033,22
73667,23
17685,24
3844,25
74809,26
55915,27
24598,28
76267,29
45338,30
12799,31
62836,32
1559,33
46593,34
50910,35
17992,36
46489,37
66366,38
45490,39
49754,40
90721,41
50877,42
29664,43
91543,44
3168,35
90806,12
73915,45
71155,46
54335,47
87027,48
91262,49
78755,50
71328,51
53097,52
42127,53
16082,51
20690,54
67565,55
41724,56
83019,57
14879,58
68522,59
25373,60
35374,61
66578,62
51366,63
29838,64
45369,41
59070,65
51837,35
25039,66
35642,67
3275,68
12018,69
30833,66
24587,70
67916,71
10300,72
78701,73
53870,74
92570,19
43460,75
88388,76
37624,77
67113,78
15163,79
93351,80
43738,33
15425,81
19267,82
79009,31
46928,83
44749,84
63273,12
60403,85
1324,86
80791,87
44722,21
54664,88
20704,89
67737,90
34839,91
77364,92
8586,93
56952,94
2101,12
87932,95
22793,96
24420,35
61444,97
64869,98
56516,99
31784,21
72387,100
41213,101
89998,102
72463,103
79159,104
73333,105
3141,106
2806,107
5059,108
20767,109
76912,110
15908,111
67936,112
60084,113
84506,50
87733,114
78485,115
3049,116
90379,41
23651,117
19254,30
91389,118
83975,119
37592,94
50223,30
71149,120
54313,121
4423,29
22772,122
63593,123
14449,124
3574,125
3501,53
16645,126
56077,81
70281,31
81153,127
28114,128
32714,129
40298,130
44106,131
84831,22
56660,132
20635,133
93114,134
48101,135
67635,136
10982,94
1654,137
52818,138
45211,139
30055,140
52195,141
24358,142
72079,143
22455,144
25313,145
81998,146
27051,147
57108,148
59001,149
79839,10
1732,137
92541,150
92637,29
20942,70
90250,151
32225,137
88864,152
33401,153
3433,56
58242,154
59510,29
67124,155
89705,156
17246,68
92625,157
66225,6
65247,51
45585,158
26810,159
50552,160
25653,161
27614,162
17211,163
72306,47
16805,19
74580,164
79828,165
6658,166
38278,167
78439,168
74988,169
86426,56
90834,170
8883,171
17034,172
46684,52
9860,173
6991,47
38615,174
68509,21
695,60
84381,175
59642,30
