SequenceID,ClusterID
9259,1
8743,2
3515,3
7706,4
5582,5
9515,6
3857,7
1677,8
5445,9
11489,10
8966,11
3145,12
3990,13
6202,14
2974,15
4265,16
10240,17
6534,18
9457,19
7655,20
10258,21
3013,22
11919,23
391,24
10232,25
7319,26
562,27
3473,28
10171,29
1887,30
1192,31
2543,32
2474,33
5414,34
9729,35
11372,36
2391,37
4055,38
7526,39
9295,40
2274,41
10144,42
8479,43
6655,44
5450,45
119,46
5619,47
10277,48
11847,49
10594,50
5647,51
1732,52
11402,53
10428,3
8111,54
11365,55
4556,56
8887,57
3705,58
601,59
7259,8
4503,60
9478,61
8275,62
3301,63
7590,64
9712,65
4159,66
3592,67
4177,68
8057,68
4005,69
8140,70
5062,71
11651,72
4328,73
2057,4
10883,74
1847,75
6729,76
3743,77
4392,78
4571,79
11510,80
2635,37
10634,81
4274,82
8071,83
8008,84
993,85
10862,86
4886,87
6213,88
8561,89
3668,90
9624,91
848,92
11115,93
5442,94
3329,95
10138,96
5540,97
6635,98
698,82
4863,99
9094,100
1607,101
4356,102
7360,103
4644,104
1343,10
9677,29
9396,105
7053,105
5857,93
410,106
1551,107
7591,89
6332,108
4213,109
8558,110
3763,111
1927,112
423,113
2035,114
3810,115
1627,116
10275,89
10153,117
10971,118
4002,5
6183,119
8900,120
7222,121
5484,71
10791,122
4187,93
11955,123
800,124
4183,48
474,125
10385,126
8885,127
3505,4
1565,127
8763,128
9246,129
6574,130
6080,131
6413,132
11019,133
7529,134
10461,135
2519,136
1690,137
8713,138
3072,139
3925,140
1246,141
4554,58
4861,142
2063,143
2037,144
8630,145
7351,146
7412,147
6090,148
6787,149
8600,150
7260,151
11555,134
6371,152
10151,90
12118,153
8901,154
5042,155
2794,156
1840,84
587,157
4171,158
1970,159
7836,160
318,107
2005,161
8121,162
3472,163
10701,164
3824,165
5139,166
4524,107
7656,127
5850,167
2230,168
8247,169
2813,170
9884,127
312,97
6838,171
7716,172
8402,102
8421,173
7218,174
4896,175
3442,176
10829,177
6082,178
742,179
11250,180
259,181
10188,182
3356,183
10941,184
11969,185
3955,186
7018,187
4515,188
3484,189
1718,190
3711,191
2820,192
5654,193
7769,194
3557,195
2343,196
1828,77
5190,197
1469,198
5169,199
3570,200
42,43
7963,201
5854,202
9863,203
3949,204
645,53
3779,15
186,205
7074,5
10029,206
11995,207
5048,146
9071,208
9335,209
5342,210
363,211
8842,100
3277,212
8220,213
4658,214
535,120
9516,215
6374,216
2294,217
1645,115
12027,218
680,50
10998,219
9294,220
9401,221
4560,28
11220,222
5538,135
397,223
3604,67
7162,13
9411,224
2355,27
2233,225
