SequenceID,ClusterID
82504,1
1887,2
49385,3
21579,4
23295,5
87339,6
14066,7
82289,8
53758,9
74038,10
91877,11
35384,12
67783,13
49733,14
15498,15
35642,16
45172,17
13795,18
57386,19
9653,20
60760,21
21273,22
18649,23
40873,24
70785,25
63956,26
90914,27
71898,28
77013,29
72976,30
35242,31
28869,32
73956,33
9024,34
77460,35
24015,36
48292,37
62965,38
19114,39
37053,40
81157,41
58060,42
53281,43
31385,44
91542,45
38942,46
41910,47
40944,48
4215,49
13805,50
27949,51
74836,52
83440,53
91022,54
39471,55
40293,56
24780,57
78617,58
41858,59
17859,60
37935,61
67125,62
79305,43
43271,63
54271,64
92994,65
54862,66
14042,67
18109,68
16411,46
77717,69
23269,70
47139,71
44345,72
47584,46
48848,73
86188,74
84771,75
69678,64
68523,76
6000,77
75173,78
52896,79
7045,80
454,81
12413,82
53707,31
85667,83
29746,69
18710,84
28348,85
29130,60
84326,78
19419,86
75898,87
57655,88
60669,89
66240,90
18992,24
8527,91
5867,92
35204,93
9314,94
12695,95
4673,96
32854,97
70114,98
68521,99
89588,97
860,100
88036,101
20630,102
65130,103
35040,104
31712,43
83084,24
7381,105
21136,38
15225,106
40938,107
28613,108
54053,109
45177,110
14189,111
34970,112
1105,67
24408,113
26848,114
70340,115
92429,8
53464,116
64919,117
41272,118
44870,119
16427,82
29097,120
49883,121
80446,122
56150,49
48020,123
15436,124
78755,125
975,126
81126,91
63543,127
33212,128
46086,97
29882,129
49591,96
20704,23
47759,130
71010,131
19796,65
7864,132
84414,133
12633,134
30055,15
92938,135
5806,136
49241,84
36087,137
54937,138
63133,139
84746,21
60434,140
88055,141
16271,142
55887,143
56165,144
32198,145
68667,146
19936,147
8654,43
15329,148
12930,149
25596,51
51264,31
19739,150
24976,151
13925,152
55006,153
34454,154
47731,155
52929,156
60239,157
2820,44
16807,158
45585,159
53156,160
42776,161
52958,162
86353,163
72352,164
57661,165
80241,166
23969,167
57166,168
28906,43
76359,169
26360,170
59371,171
77773,172
75758,97
48120,173
27370,174
65354,81
83186,175
88047,16
46254,176
88247,177
75381,178
14705,179
41459,180
29767,181
42183,182
9028,45
77868,141
50061,46
460,23
39563,145
77832,183
79839,35
77611,184
13200,94
7168,185
33826,186
66366,187
48076,188
46352,189
23023,190
7904,91
43608,191
3583,192
30989,14
76211,40
43968,193
92913,194
90250,195
53866,196
82376,197
6973,198
12959,199
29383,200
76383,201
802,202
72218,203
75226,204
14547,205
74703,206
66000,207
26252,208
7092,209
69498,97
72259,210
57230,211
38843,16
57715,212
54270,213
66296,214
89401,215
49869,216
6230,178
14205,217
39016,218
5661,88
40764,219
63361,94
60931,220
90347,221
3998,222
84064,123
42283,223
38067,224
45565,225
83336,226
82849,70
46223,227
65978,228
3275,229
18611,115
91524,230
89951,231
57144,232
20552,233
61325,234
30133,235
40099,236
44944,237
32102,43
72689,238
5206,197
74689,239
38685,240
52152,115
78354,241
63214,58
14180,242
56160,24
39602,243
30737,244
9250,245
26741,246
46971,247
82709,58
77383,248
1858,249
75122,250
63107,251
6915,252
51732,253
60354,254
71889,255
36606,256
80547,257
31345,258
56486,259
65195,260
65178,212
25657,261
46790,262
19981,124
36947,263
20679,233
81701,264
11595,265
36358,266
62807,84
48847,267
32006,268
36096,269
84506,270
4913,271
15747,49
70858,272
18515,207
19265,273
89997,274
3672,275
20694,276
52782,277
5515,16
2805,278
11126,188
24496,169
26958,279
83246,231
37511,280
58431,281
49219,282
50537,283
79075,284
61943,285
13753,286
36701,287
92057,288
66840,289
31931,290
66073,291
24322,292
61256,129
49610,293
66250,294
23651,295
27569,46
64408,296
10537,297
24862,129
17029,298
32714,299
71842,35
83937,300
23469,301
55780,302
16403,303
48663,304
23951,6
35410,305
46947,213
23960,306
14431,307
39816,308
89693,215
45490,309
15532,310
69689,311
30069,43
44910,312
60405,313
51605,314
70079,315
87717,316
43254,317
37061,191
36211,111
68337,318
2509,319
49543,132
14113,320
18106,251
25200,321
71740,322
76822,112
73442,323
2313,324
24420,97
88858,325
22574,194
85299,207
64104,97
71837,97
65370,43
88886,326
77797,327
23913,167
16853,328
33125,329
64926,330
50291,331
10218,311
85443,332
24415,149
43991,318
11569,333
38344,334
83272,335
33696,336
2133,337
35149,49
27031,180
25686,338
39963,339
26643,107
7492,35
10460,340
62025,91
92188,277
31989,341
39897,97
41949,97
20902,342
88068,80
57127,197
54544,46
86330,343
75310,344
18962,345
92767,346
1596,347
66959,348
24150,349
6199,350
73607,351
68385,352
88855,353
54372,354
57175,343
49073,355
74014,129
53864,356
33622,357
82740,358
37454,35
75083,359
44498,360
70457,361
78871,362
45318,363
82374,364
33669,78
22638,365
58728,366
5457,83
8095,367
50062,97
47746,368
68485,369
70417,370
32650,3
87010,371
44380,372
38228,277
36112,83
5108,290
84319,373
22468,374
13921,65
34102,375
25787,376
8170,377
10343,316
74143,378
90135,379
74671,207
71996,380
84329,381
92797,382
21988,383
37001,384
30890,385
27019,386
33258,236
20065,387
58700,356
86846,388
19751,389
53835,45
64566,390
52824,391
68818,392
49472,393
78200,394
56660,395
55650,396
29457,103
93114,397
54773,260
89625,327
9812,398
37753,399
50586,400
35611,401
33240,402
12165,12
38397,403
91449,34
30921,83
26488,404
5723,405
51765,406
20731,407
30172,172
54569,43
15463,340
44360,408
69769,402
51877,409
82941,80
34419,97
2919,90
31075,410
8687,163
66483,5
56736,411
49406,412
46332,413
53859,414
40416,415
84676,416
62943,417
69248,97
60011,98
21455,418
22355,419
15267,50
86995,420
29082,421
43519,422
7608,167
78401,423
38769,424
58816,87
18543,425
4851,411
33808,426
89745,427
28251,428
17673,429
76882,430
74571,126
68927,179
13539,431
84356,432
78590,433
84756,405
60808,97
37715,434
88115,435
11065,436
68439,437
69780,231
86737,438
23647,439
12404,49
84402,440
28888,108
1988,441
68735,442
39950,97
31350,230
53067,97
44067,443
57101,346
23521,31
34292,444
50049,445
20462,446
40385,447
44101,411
4474,46
84726,448
68120,449
86360,450
44529,283
20838,358
60154,141
73383,451
62375,257
17340,452
14765,453
87260,454
50318,455
73381,456
49313,457
1777,130
61294,396
58917,458
3433,459
32241,460
45320,461
7905,13
78018,462
27013,381
46235,463
29601,123
3683,464
42661,160
17801,97
50650,465
83605,78
63321,466
6639,467
23043,468
72769,469
77709,470
76852,471
8093,472
20615,473
20053,405
34059,474
74572,52
49780,475
57222,476
53097,477
44361,107
53344,151
90806,43
18439,478
41768,479
87778,480
31292,237
32070,481
31450,405
79009,167
39307,191
73283,482
83041,483
23891,8
12330,23
86599,122
82515,484
37034,154
93233,94
43107,485
85814,486
46830,115
23377,207
15213,126
458,307
85959,40
6727,97
32468,94
12525,487
64116,488
54842,489
61474,490
18192,491
15167,141
66816,492
33484,493
24611,494
24278,43
45520,439
88063,495
63248,496
57925,497
52975,91
2180,498
69423,499
47029,500
5695,501
17098,502
55163,503
78862,504
22795,411
79269,129
65310,43
86645,505
88720,506
38745,507
67816,508
4156,509
6415,510
74645,511
26975,91
17591,307
86648,512
88497,513
85271,514
83401,515
71965,516
19088,517
72141,518
70228,519
89904,520
57599,248
12745,521
86049,96
16675,522
64392,290
24392,523
22793,346
42968,456
32933,58
47253,43
67633,46
46543,524
24044,129
26782,525
71380,526
52093,113
31482,372
76275,527
84700,192
15299,528
58112,167
59444,529
72743,3
60022,530
52907,363
33680,524
43505,531
74070,532
24903,533
31215,91
62923,437
74791,277
71092,534
31273,411
21929,97
14621,535
73310,23
29392,536
92475,537
66822,538
67265,539
4514,540
12179,541
71365,459
62012,542
42011,543
77479,107
25431,544
42983,545
6410,189
32256,338
77924,546
3118,547
18640,464
28114,383
30822,369
68022,548
34457,549
72949,40
28226,495
92983,273
70190,550
62243,43
3233,551
41817,552
49137,553
31444,210
16211,554
44895,43
54653,555
42521,169
37557,556
86741,557
45655,558
70454,559
76329,97
74819,43
31282,46
49318,560
5497,561
50270,562
67166,563
89386,564
27206,565
70281,167
45610,566
57682,94
2713,567
17011,568
67017,43
17166,569
12220,79
56879,570
86147,571
27025,572
38806,58
81677,227
13862,137
85754,573
66434,169
26267,574
83032,575
61290,474
1769,171
56519,97
45254,576
6090,477
81915,58
73064,577
14958,92
28756,331
63466,23
72528,43
41549,578
9610,579
73089,43
80230,129
8473,167
90721,236
213,97
85282,578
26729,271
19403,83
72188,404
40779,580
39701,581
29969,582
39567,583
62674,584
42812,97
32649,585
14653,182
76705,313
2398,586
54124,97
71758,587
34421,107
71553,78
55534,129
8624,588
74165,43
40592,589
10329,590
63841,46
30086,23
48126,591
48641,46
22281,592
17546,593
32408,594
41419,595
71328,31
47441,85
74526,97
1434,105
45464,596
11464,286
55542,597
44476,598
60777,599
16384,600
19343,438
33227,601
26535,43
20600,602
68857,603
3168,97
92745,604
75352,605
3351,606
36104,607
1538,608
76107,609
81475,610
57828,60
18781,348
56796,611
33534,105
51819,267
73702,130
25875,129
54119,307
88025,612
75687,30
8245,613
50147,614
902,615
66578,616
5171,31
53903,478
5240,348
87249,167
90425,617
29830,618
81173,363
20417,619
89892,91
33018,291
88828,35
8514,344
27040,620
28972,44
3049,189
35947,621
56813,49
49107,18
20764,622
70028,623
86515,9
49422,624
67200,625
32267,626
90896,49
72451,627
71586,572
91262,628
4921,169
6969,628
7220,43
74324,629
28827,630
47268,631
60258,632
