SequenceID,ClusterID
3716,1
7634,2
905,3
11187,2
3285,2
4417,4
10769,2
9876,2
2108,2
8653,5
2603,2
5705,6
4265,2
142,2
11183,2
3177,7
1645,8
6584,2
9323,9
6655,10
4109,11
11769,2
6140,2
7098,2
11823,2
9249,2
3598,2
11255,2
5446,2
12144,2
4306,2
7102,2
11238,2
6986,2
6842,12
10224,2
11950,2
5256,2
6029,2
2348,13
8792,2
3238,14
8200,15
5660,2
10565,2
2240,16
2974,2
9151,2
4833,2
4281,17
8067,2
5046,2
1912,18
745,2
3547,2
5154,2
6173,19
11222,2
5410,2
8729,2
5278,2
11784,2
5790,2
10641,20
9510,2
806,2
1873,21
11510,2
11511,2
8332,2
5550,2
4856,2
6821,2
6805,22
1727,2
10825,2
9454,23
11694,2
3906,2
9818,2
9665,2
8646,18
10897,2
5499,2
3446,2
8677,24
5811,25
3455,26
1735,27
5218,28
2778,29
7859,2
2343,2
8165,30
9103,31
3065,2
7529,2
8016,32
9213,2
7329,33
7477,34
3769,35
1884,36
9687,37
8213,2
7809,38
5794,2
8738,2
12055,2
9783,2
11497,2
8875,2
6340,2
1725,2
10043,2
1504,2
647,2
4375,39
270,32
4044,40
8110,41
420,2
8723,2
2321,2
7525,2
1754,2
11361,2
10162,42
9357,2
8650,2
7754,43
4276,44
405,2
4770,45
2475,46
4459,47
8389,18
7129,2
11324,2
126,48
10305,2
6495,2
4439,2
1946,49
2338,50
7360,51
6515,2
4901,52
10401,2
4716,2
8396,2
4778,2
878,2
1190,2
557,53
11164,2
3995,40
2708,54
5779,2
7926,55
5331,56
953,2
5785,2
6744,2
10709,2
12011,2
6945,57
11326,2
10905,2
8907,2
7612,2
11226,2
9104,2
8987,2
7578,2
7572,2
9539,2
5696,58
4858,2
2761,2
3834,2
9385,2
8680,59
4068,2
8946,2
9735,2
4746,2
7426,2
11301,2
1683,24
11957,2
962,2
12033,2
6891,2
10640,60
2767,2
10222,2
8560,2
7812,2
3741,61
5483,62
4252,2
6942,2
10567,18
6875,2
7615,2
2686,2
6317,63
834,2
2183,2
11109,2
938,64
8098,2
5065,65
9787,2
1447,2
2304,66
4013,2
8240,2
11245,2
6902,2
4146,2
5064,2
8145,67
7425,2
1350,68
1830,2
2388,69
4245,2
2614,2
6649,70
2330,2
4242,2
2887,71
3888,2
6819,2
6838,2
11650,2
645,2
7310,72
9893,2
5179,73
282,2
1898,2
10468,2
8841,74
6461,75
3603,76
3655,77
7038,2
134,2
4475,2
10150,78
538,2
3811,2
311,2
6076,79
3564,2
6573,2
8697,80
8550,2
11804,2
3386,2
1943,2
1120,2
7246,2
4864,2
1276,2
2111,81
8348,82
8151,83
10363,2
6065,57
10386,2
7799,2
3400,84
4227,85
3827,86
7838,2
4867,2
10206,87
9533,2
11968,2
9633,2
7272,2
9420,78
3582,88
9046,2
2264,24
6449,89
10198,2
1544,2
9503,2
10770,2
10651,2
321,2
12052,2
4725,2
3012,90
8022,91
7668,2
11737,2
4201,2
10348,92
9164,2
6859,2
3925,18
4733,2
8087,2
11263,2
2026,93
97,94
7617,95
2036,2
9063,2
11883,2
6663,2
6107,2
4754,2
2504,2
5263,2
2376,2
3304,2
11015,2
798,33
4714,96
3155,2
3636,2
8733,2
6409,97
8812,2
791,2
10711,2
925,98
6876,2
11444,2
4188,99
12020,2
11215,2
3768,100
3921,2
11583,2
6558,2
548,101
2260,102
11147,2
9039,103
11485,2
7728,2
7011,2
6436,2
6073,2
11016,2
11810,2
1060,2
7118,53
9938,2
7033,104
6860,2
9483,105
7063,2
56,45
907,2
3321,2
63,2
6565,78
3867,106
6469,2
2607,12
4346,2
6766,107
6736,2
1703,2
5399,108
1066,109
8185,2
7190,2
7269,2
5105,110
3422,2
5155,2
9306,75
4666,111
1573,112
6730,2
11518,2
10937,2
11830,2
5391,2
9470,113
3344,114
519,2
8019,115
12022,2
4325,2
7730,115
8131,2
6103,116
7450,2
5809,82
7207,2
7493,2
7056,2
3134,2
9400,2
7332,25
8180,2
11124,2
7114,117
9543,2
6966,118
11634,2
1107,2
8300,2
3756,2
1779,2
3845,119
3883,2
8969,120
9390,2
3123,24
1209,83
5655,2
8905,121
1469,2
8827,2
6405,2
253,2
8211,2
11207,2
3802,2
9457,2
7001,122
12060,2
8380,2
192,2
853,2
1849,2
11617,2
2466,45
8563,2
2306,2
4469,114
5875,123
2360,124
7930,2
1302,2
103,2
3938,2
8155,125
7567,126
10630,127
4041,56
8001,2
8319,128
4217,2
4482,129
10152,2
5220,130
4493,2
10335,14
6783,2
10995,2
10453,2
4248,2
3029,131
9940,2
6853,132
4196,2
11572,2
9021,2
10935,2
4549,2
9194,2
1787,133
10931,2
11750,2
2311,134
6843,2
5961,131
2213,135
10633,136
9545,137
6576,2
7026,138
6121,2
1397,2
4928,2
2034,139
1465,77
8497,2
5859,2
1444,140
2585,8
6727,141
2664,2
6488,2
9176,142
11056,2
8784,2
11318,2
9523,2
8341,24
1819,143
11492,2
6048,144
6980,2
4334,2
4010,2
2535,145
646,146
7504,2
9927,2
2491,2
5131,2
4967,2
947,2
2611,2
11395,2
4112,2
10402,2
6926,47
662,2
2259,147
2236,148
451,2
9220,149
8936,150
736,151
3624,152
8793,2
9800,2
